playerId,N1,N2,N3,N4,N5,N6,E1,E2,E3,E4,E5,E6,O1,O2,O3,O4,O5,O6,A1,A2,A3,A4,A5,A6,C1,C2,C3,C4,C5,C6,N,E,O,A,C,Internal,PowerfulOthers,Chance,ScoreSystem,gives,takes,who,what
47,Low,High,High,Low,High,High,Low,Low,Low,Low,Low,High,High,High,High,High,High,High,High,Low,Low,Low,Low,High,Low,Low,High,Low,Low,Low,High,Low,High,Low,Low,High,Low,High,D,3.0,1.0,4,3
48,High,Low,High,High,High,High,Low,Low,Low,Low,Low,Low,High,High,High,High,High,High,Low,Low,Low,High,Low,Low,Low,Low,High,Low,Low,High,High,Low,High,Low,Low,High,High,High,A,0.42857142859999997,3.571428571,1,6
48,High,Low,High,High,High,High,Low,Low,Low,Low,Low,Low,High,High,High,High,High,High,Low,Low,Low,High,Low,Low,Low,Low,High,Low,Low,High,High,Low,High,Low,Low,High,High,High,B,0.14285714289999998,3.857142857,1,5
48,High,Low,High,High,High,High,Low,Low,Low,Low,Low,Low,High,High,High,High,High,High,Low,Low,Low,High,Low,Low,Low,Low,High,Low,Low,High,High,Low,High,Low,Low,High,High,High,C,0.2857142857,3.714285714,2,3
48,High,Low,High,High,High,High,Low,Low,Low,Low,Low,Low,High,High,High,High,High,High,Low,Low,Low,High,Low,Low,Low,Low,High,Low,Low,High,High,Low,High,Low,Low,High,High,High,D,3.857142857,0.14285714289999998,7,1
62,High,Low,Low,Low,Low,Low,High,Low,High,High,Low,High,Low,Low,Low,High,High,High,High,Low,Low,Low,Low,High,High,High,High,High,High,High,Low,High,High,High,High,High,Low,Low,A,0.14285714289999998,3.857142857,2,5
62,High,Low,Low,Low,Low,Low,High,Low,High,High,Low,High,Low,Low,Low,High,High,High,High,Low,Low,Low,Low,High,High,High,High,High,High,High,Low,High,High,High,High,High,Low,Low,B,0.7142857143000001,3.285714286,2,2
62,High,Low,Low,Low,Low,Low,High,Low,High,High,Low,High,Low,Low,Low,High,High,High,High,Low,Low,Low,Low,High,High,High,High,High,High,High,Low,High,High,High,High,High,Low,Low,C,1.142857143,2.857142857,4,2
62,High,Low,Low,Low,Low,Low,High,Low,High,High,Low,High,Low,Low,Low,High,High,High,High,Low,Low,Low,Low,High,High,High,High,High,High,High,Low,High,High,High,High,High,Low,Low,D,3.285714286,0.7142857143000001,7,4
67,High,High,Low,Low,High,High,High,High,High,Low,High,High,High,Low,High,High,High,High,High,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,Low,Low,High,Low,Low,A,0.14285714289999998,3.857142857,6,7
67,High,High,Low,Low,High,High,High,High,High,Low,High,High,High,Low,High,High,High,High,High,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,Low,Low,High,Low,Low,B,0.2857142857,3.714285714,3,4
67,High,High,Low,Low,High,High,High,High,High,Low,High,High,High,Low,High,High,High,High,High,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,Low,Low,High,Low,Low,C,1.0,3.0,5,5
67,High,High,Low,Low,High,High,High,High,High,Low,High,High,High,Low,High,High,High,High,High,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,Low,Low,High,Low,Low,D,3.428571429,0.5714285714,3,1
69,High,Low,High,Low,High,High,High,High,Low,High,High,High,Low,High,High,Low,High,High,High,High,High,High,High,Low,Low,Low,High,High,Low,Low,High,High,High,High,Low,High,Low,Low,A,0.8571428570999999,3.142857143,2,2
69,High,Low,High,Low,High,High,High,High,Low,High,High,High,Low,High,High,Low,High,High,High,High,High,High,High,Low,Low,Low,High,High,Low,Low,High,High,High,High,Low,High,Low,Low,B,1.142857143,2.857142857,2,4
69,High,Low,High,Low,High,High,High,High,Low,High,High,High,Low,High,High,Low,High,High,High,High,High,High,High,Low,Low,Low,High,High,Low,Low,High,High,High,High,Low,High,Low,Low,C,1.571428571,2.4285714290000002,2,3
69,High,Low,High,Low,High,High,High,High,Low,High,High,High,Low,High,High,Low,High,High,High,High,High,High,High,Low,Low,Low,High,High,Low,Low,High,High,High,High,Low,High,Low,Low,D,3.285714286,0.7142857143000001,2,2
70,High,High,High,High,High,High,High,High,High,High,Low,High,High,High,High,High,High,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,A,0.14285714289999998,3.857142857,3,7
70,High,High,High,High,High,High,High,High,High,High,Low,High,High,High,High,High,High,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,B,0.2857142857,3.714285714,2,4
70,High,High,High,High,High,High,High,High,High,High,Low,High,High,High,High,High,High,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,C,1.142857143,2.857142857,4,4
70,High,High,High,High,High,High,High,High,High,High,Low,High,High,High,High,High,High,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,D,3.571428571,0.42857142859999997,6,1
76,High,Low,High,High,High,High,High,High,High,High,High,High,High,Low,High,High,Low,High,High,High,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,A,0.7142857143000001,3.285714286,2,4
76,High,Low,High,High,High,High,High,High,High,High,High,High,High,Low,High,High,Low,High,High,High,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,B,0.8571428570999999,3.142857143,5,5
76,High,Low,High,High,High,High,High,High,High,High,High,High,High,Low,High,High,Low,High,High,High,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,C,1.571428571,2.4285714290000002,4,2
76,High,Low,High,High,High,High,High,High,High,High,High,High,High,Low,High,High,Low,High,High,High,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,D,3.571428571,0.42857142859999997,6,6
78,Low,Low,Low,Low,Low,Low,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,High,High,High,High,High,Low,Low,A,0.14285714289999998,3.857142857,1,7
78,Low,Low,Low,Low,Low,Low,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,High,High,High,High,High,Low,Low,B,0.8571428570999999,3.142857143,4,7
78,Low,Low,Low,Low,Low,Low,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,High,High,High,High,High,Low,Low,C,1.142857143,2.857142857,3,2
78,Low,Low,Low,Low,Low,Low,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,High,High,High,High,High,Low,Low,D,3.571428571,0.42857142859999997,7,5
82,Low,Low,High,Low,Low,High,High,Low,High,High,Low,High,High,Low,High,High,High,High,Low,Low,High,Low,High,Low,Low,Low,High,Low,High,Low,Low,High,High,Low,Low,High,Low,Low,A,1.571428571,2.4285714290000002,4,6
82,Low,Low,High,Low,Low,High,High,Low,High,High,Low,High,High,Low,High,High,High,High,Low,Low,High,Low,High,Low,Low,Low,High,Low,High,Low,Low,High,High,Low,Low,High,Low,Low,B,1.0,3.0,3,1
82,Low,Low,High,Low,Low,High,High,Low,High,High,Low,High,High,Low,High,High,High,High,Low,Low,High,Low,High,Low,Low,Low,High,Low,High,Low,Low,High,High,Low,Low,High,Low,Low,C,0.14285714289999998,3.857142857,2,1
82,Low,Low,High,Low,Low,High,High,Low,High,High,Low,High,High,Low,High,High,High,High,Low,Low,High,Low,High,Low,Low,Low,High,Low,High,Low,Low,High,High,Low,Low,High,Low,Low,D,3.428571429,0.5714285714,7,1
83,High,High,High,High,High,High,High,High,High,Low,High,High,High,Low,High,Low,High,High,High,High,High,Low,Low,High,High,Low,Low,Low,Low,Low,High,High,High,High,Low,High,Low,Low,A,0.42857142859999997,3.571428571,5,7
83,High,High,High,High,High,High,High,High,High,Low,High,High,High,Low,High,Low,High,High,High,High,High,Low,Low,High,High,Low,Low,Low,Low,Low,High,High,High,High,Low,High,Low,Low,B,0.14285714289999998,3.857142857,1,4
83,High,High,High,High,High,High,High,High,High,Low,High,High,High,Low,High,Low,High,High,High,High,High,Low,Low,High,High,Low,Low,Low,Low,Low,High,High,High,High,Low,High,Low,Low,C,1.142857143,2.857142857,3,4
83,High,High,High,High,High,High,High,High,High,Low,High,High,High,Low,High,Low,High,High,High,High,High,Low,Low,High,High,Low,Low,Low,Low,Low,High,High,High,High,Low,High,Low,Low,D,3.571428571,0.42857142859999997,7,4
84,Low,High,Low,Low,Low,Low,High,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,High,High,High,High,High,Low,High,High,High,High,Low,Low,Low,High,High,Low,High,High,A,0.14285714289999998,3.857142857,1,3
84,Low,High,Low,Low,Low,Low,High,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,High,High,High,High,High,Low,High,High,High,High,Low,Low,Low,High,High,Low,High,High,B,0.14285714289999998,3.857142857,1,4
84,Low,High,Low,Low,Low,Low,High,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,High,High,High,High,High,Low,High,High,High,High,Low,Low,Low,High,High,Low,High,High,C,0.7142857143000001,3.285714286,4,1
84,Low,High,Low,Low,Low,Low,High,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,High,High,High,High,High,Low,High,High,High,High,Low,Low,Low,High,High,Low,High,High,D,3.714285714,0.2857142857,7,1
87,High,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,Low,Low,Low,High,Low,Low,High,Low,High,Low,High,High,Low,Low,High,Low,Low,A,0.14285714289999998,3.857142857,1,6
87,High,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,Low,Low,Low,High,Low,Low,High,Low,High,Low,High,High,Low,Low,High,Low,Low,B,0.14285714289999998,3.857142857,1,6
87,High,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,Low,Low,Low,High,Low,Low,High,Low,High,Low,High,High,Low,Low,High,Low,Low,C,0.8571428570999999,3.142857143,4,4
87,High,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,Low,Low,Low,High,Low,Low,High,Low,High,Low,High,High,Low,Low,High,Low,Low,D,3.857142857,0.14285714289999998,7,1
88,High,High,High,High,High,High,Low,Low,Low,High,High,High,High,Low,High,High,High,High,Low,High,High,Low,High,High,Low,High,High,Low,High,Low,High,Low,High,High,Low,Low,Low,Low,A,0.0,4.0,1,4
88,High,High,High,High,High,High,Low,Low,Low,High,High,High,High,Low,High,High,High,High,Low,High,High,Low,High,High,Low,High,High,Low,High,Low,High,Low,High,High,Low,Low,Low,Low,B,0.0,4.0,4,1
88,High,High,High,High,High,High,Low,Low,Low,High,High,High,High,Low,High,High,High,High,Low,High,High,Low,High,High,Low,High,High,Low,High,Low,High,Low,High,High,Low,Low,Low,Low,C,0.14285714289999998,3.857142857,4,1
88,High,High,High,High,High,High,Low,Low,Low,High,High,High,High,Low,High,High,High,High,Low,High,High,Low,High,High,Low,High,High,Low,High,Low,High,Low,High,High,Low,Low,Low,Low,D,3.428571429,0.5714285714,1,2
91,Low,Low,Low,Low,Low,High,High,High,High,Low,High,Low,Low,Low,Low,Low,High,High,Low,High,Low,Low,Low,High,High,High,High,Low,High,Low,Low,Low,Low,Low,High,High,Low,High,A,0.2857142857,3.714285714,5,6
91,Low,Low,Low,Low,Low,High,High,High,High,Low,High,Low,Low,Low,Low,Low,High,High,Low,High,Low,Low,Low,High,High,High,High,Low,High,Low,Low,Low,Low,Low,High,High,Low,High,B,0.14285714289999998,3.857142857,1,6
91,Low,Low,Low,Low,Low,High,High,High,High,Low,High,Low,Low,Low,Low,Low,High,High,Low,High,Low,Low,Low,High,High,High,High,Low,High,Low,Low,Low,Low,Low,High,High,Low,High,C,1.142857143,2.857142857,4,4
91,Low,Low,Low,Low,Low,High,High,High,High,Low,High,Low,Low,Low,Low,Low,High,High,Low,High,Low,Low,Low,High,High,High,High,Low,High,Low,Low,Low,Low,Low,High,High,Low,High,D,3.285714286,0.7142857143000001,1,1
100,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,High,Low,High,Low,Low,Low,High,Low,High,Low,High,High,Low,High,High,Low,Low,High,High,Low,Low,Low,Low,High,High,Low,Low,A,0.14285714289999998,3.714285714,1,3
100,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,High,Low,High,Low,Low,Low,High,Low,High,Low,High,High,Low,High,High,Low,Low,High,High,Low,Low,Low,Low,High,High,Low,Low,B,0.2857142857,3.714285714,1,1
100,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,High,Low,High,Low,Low,Low,High,Low,High,Low,High,High,Low,High,High,Low,Low,High,High,Low,Low,Low,Low,High,High,Low,Low,C,0.2857142857,3.714285714,2,1
100,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,High,Low,High,Low,Low,Low,High,Low,High,Low,High,High,Low,High,High,Low,Low,High,High,Low,Low,Low,Low,High,High,Low,Low,D,2.4285714290000002,1.571428571,3,1
102,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,High,High,Low,Low,High,High,Low,High,High,High,Low,High,High,Low,Low,High,Low,High,High,Low,High,High,Low,High,Low,Low,A,0.2857142857,3.714285714,1,5
102,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,High,High,Low,Low,High,High,Low,High,High,High,Low,High,High,Low,Low,High,Low,High,High,Low,High,High,Low,High,Low,Low,B,0.2857142857,3.714285714,1,5
102,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,High,High,Low,Low,High,High,Low,High,High,High,Low,High,High,Low,Low,High,Low,High,High,Low,High,High,Low,High,Low,Low,C,0.2857142857,3.714285714,2,4
102,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,High,High,Low,Low,High,High,Low,High,High,High,Low,High,High,Low,Low,High,Low,High,High,Low,High,High,Low,High,Low,Low,D,2.4285714290000002,1.571428571,7,1
103,Low,High,Low,Low,Low,Low,High,Low,High,Low,Low,Low,Low,Low,Low,Low,High,Low,High,High,Low,High,Low,High,High,Low,High,High,High,Low,Low,Low,Low,High,High,High,Low,Low,A,0.14285714289999998,3.857142857,1,7
103,Low,High,Low,Low,Low,Low,High,Low,High,Low,Low,Low,Low,Low,Low,Low,High,Low,High,High,Low,High,Low,High,High,Low,High,High,High,Low,Low,Low,Low,High,High,High,Low,Low,B,0.14285714289999998,3.857142857,1,4
103,Low,High,Low,Low,Low,Low,High,Low,High,Low,Low,Low,Low,Low,Low,Low,High,Low,High,High,Low,High,Low,High,High,Low,High,High,High,Low,Low,Low,Low,High,High,High,Low,Low,C,1.142857143,2.857142857,4,4
103,Low,High,Low,Low,Low,Low,High,Low,High,Low,Low,Low,Low,Low,Low,Low,High,Low,High,High,Low,High,Low,High,High,Low,High,High,High,Low,Low,Low,Low,High,High,High,Low,Low,D,3.428571429,0.5714285714,7,1
107,Low,Low,Low,Low,Low,High,High,High,High,High,High,High,High,Low,Low,Low,High,High,High,High,Low,High,High,Low,High,High,Low,Low,High,High,Low,High,Low,Low,Low,High,Low,Low,A,0.14285714289999998,3.857142857,5,4
107,Low,Low,Low,Low,Low,High,High,High,High,High,High,High,High,Low,Low,Low,High,High,High,High,Low,High,High,Low,High,High,Low,Low,High,High,Low,High,Low,Low,Low,High,Low,Low,B,0.14285714289999998,3.857142857,3,1
107,Low,Low,Low,Low,Low,High,High,High,High,High,High,High,High,Low,Low,Low,High,High,High,High,Low,High,High,Low,High,High,Low,Low,High,High,Low,High,Low,Low,Low,High,Low,Low,C,0.7142857143000001,3.285714286,2,1
107,Low,Low,Low,Low,Low,High,High,High,High,High,High,High,High,Low,Low,Low,High,High,High,High,Low,High,High,Low,High,High,Low,Low,High,High,Low,High,Low,Low,Low,High,Low,Low,D,2.857142857,1.142857143,4,1
109,High,High,High,High,High,Low,Low,Low,High,High,High,High,High,High,High,Low,High,High,Low,High,Low,Low,High,High,High,High,High,High,Low,Low,High,Low,High,High,High,High,Low,Low,A,0.2857142857,3.714285714,1,4
109,High,High,High,High,High,Low,Low,Low,High,High,High,High,High,High,High,Low,High,High,Low,High,Low,Low,High,High,High,High,High,High,Low,Low,High,Low,High,High,High,High,Low,Low,B,0.2857142857,3.714285714,2,1
109,High,High,High,High,High,Low,Low,Low,High,High,High,High,High,High,High,Low,High,High,Low,High,Low,Low,High,High,High,High,High,High,Low,Low,High,Low,High,High,High,High,Low,Low,C,1.285714286,2.714285714,4,3
109,High,High,High,High,High,Low,Low,Low,High,High,High,High,High,High,High,Low,High,High,Low,High,Low,Low,High,High,High,High,High,High,Low,Low,High,Low,High,High,High,High,Low,Low,D,3.0,1.0,7,1
110,High,High,High,High,High,High,Low,Low,Low,High,High,High,High,High,High,High,High,High,Low,Low,High,Low,High,High,Low,Low,Low,High,Low,Low,High,Low,High,Low,Low,Low,Low,High,A,0.5714285714,3.428571429,3,6
110,High,High,High,High,High,High,Low,Low,Low,High,High,High,High,High,High,High,High,High,Low,Low,High,Low,High,High,Low,Low,Low,High,Low,Low,High,Low,High,Low,Low,Low,Low,High,B,0.2857142857,3.714285714,3,2
110,High,High,High,High,High,High,Low,Low,Low,High,High,High,High,High,High,High,High,High,Low,Low,High,Low,High,High,Low,Low,Low,High,Low,Low,High,Low,High,Low,Low,Low,Low,High,C,0.2857142857,3.714285714,4,1
110,High,High,High,High,High,High,Low,Low,Low,High,High,High,High,High,High,High,High,High,Low,Low,High,Low,High,High,Low,Low,Low,High,Low,Low,High,Low,High,Low,Low,Low,Low,High,D,3.571428571,0.42857142859999997,7,1
111,Low,Low,High,High,High,High,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,Low,High,High,High,Low,High,High,Low,High,High,Low,High,High,Low,High,Low,Low,A,0.42857142859999997,3.571428571,2,7
111,Low,Low,High,High,High,High,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,Low,High,High,High,Low,High,High,Low,High,High,Low,High,High,Low,High,Low,Low,B,0.5714285714,3.428571429,2,1
111,Low,Low,High,High,High,High,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,Low,High,High,High,Low,High,High,Low,High,High,Low,High,High,Low,High,Low,Low,C,1.0,3.0,3,1
111,Low,Low,High,High,High,High,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,Low,High,High,High,Low,High,High,Low,High,High,Low,High,High,Low,High,Low,Low,D,3.714285714,0.2857142857,2,1
112,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,Low,High,Low,High,Low,Low,High,High,High,High,Low,High,High,Low,Low,High,High,High,Low,A,0.42857142859999997,3.571428571,6,6
