gameId,levelId,playerId,color,levelWord,wordState,scoreSystem,score,numberOfGives,numberOfTakes
OSPQMNWZOFRBTQPPMTXH,2,,"RGBA(0.200, 0.200, 0.200, 1.000)",COKE,COKE,scoreSystemConfigMutualHelp,70,0,4
OSPQMNWZOFRBTQPPMTXH,3,,"RGBA(0.200, 0.200, 0.200, 1.000)",COME,COME,scoreSystemConfigMutualHelp,110,1,3
OSPQMNWZOFRBTQPPMTXH,3,,"RGBA(1.000, 1.000, 1.000, 1.000)",CAPE,CAPE,scoreSystemConfigMutualHelp,120,1,3
KINPRKNDJAULOMUSKKRB,1,,"RGBA(1.000, 1.000, 1.000, 1.000)",LOCK,LOCK,scoreSystemConfigPAltruistic,30,4,0
KINPRKNDJAULOMUSKKRB,1,,"RGBA(0.200, 0.200, 0.200, 1.000)",MILK," ILK",scoreSystemConfigPAltruistic,40,4,0
KINPRKNDJAULOMUSKKRB,2,,"RGBA(0.200, 0.200, 0.200, 1.000)",PALM,PALM,scoreSystemConfigPAltruistic,60,3,1
KINPRKNDJAULOMUSKKRB,2,,"RGBA(1.000, 1.000, 1.000, 1.000)",MASK," ASK",scoreSystemConfigPAltruistic,60,3,1
KINPRKNDJAULOMUSKKRB,3,,"RGBA(0.200, 0.200, 0.200, 1.000)",DUMB,DUMB,scoreSystemConfigPAltruistic,100,4,0
KINPRKNDJAULOMUSKKRB,3,,"RGBA(1.000, 1.000, 1.000, 1.000)",WOMB,WOMB,scoreSystemConfigPAltruistic,100,4,0
NNPXNRWYPGMTOBPMPSIK,1,4,"RGBA(1.000, 1.000, 1.000, 1.000)",TACK,"  C ",scoreSystemConfigNeutral,0,4,0
NNPXNRWYPGMTOBPMPSIK,1,3,"RGBA(0.200, 0.200, 0.200, 1.000)",CAFE," A  ",scoreSystemConfigNeutral,0,1,3
NNPXNRWYPGMTOBPMPSIK,2,4,"RGBA(1.000, 1.000, 1.000, 1.000)",DEFY,"    ",scoreSystemConfigNeutral,0,2,2
NNPXNRWYPGMTOBPMPSIK,2,3,"RGBA(0.200, 0.200, 0.200, 1.000)",DUKE,"   E",scoreSystemConfigNeutral,0,1,2
NNPXNRWYPGMTOBPMPSIK,3,3,"RGBA(0.200, 0.200, 0.200, 1.000)",SCUM,S   ,scoreSystemConfigNeutral,0,0,4
NNPXNRWYPGMTOBPMPSIK,3,4,"RGBA(1.000, 1.000, 1.000, 1.000)",SACK,"  CK",scoreSystemConfigNeutral,0,1,3
NNPXNRWYPGMTOBPMPSIK,4,3,"RGBA(0.200, 0.200, 0.200, 1.000)",WHEY,W EY,scoreSystemConfigNeutral,0,1,3
NNPXNRWYPGMTOBPMPSIK,4,4,"RGBA(1.000, 1.000, 1.000, 1.000)",WAVE," AVE",scoreSystemConfigNeutral,0,1,3
YGMUUFZXUYWXCICVYGGH,1,,"RGBA(0.200, 0.200, 0.200, 1.000)",HULK,"  L ",scoreSystemConfigComp,-5,2,2
YGMUUFZXUYWXCICVYGGH,1,,"RGBA(1.000, 1.000, 1.000, 1.000)",CLUB,CLUB,scoreSystemConfigComp,15,1,3
YGMUUFZXUYWXCICVYGGH,2,,"RGBA(1.000, 1.000, 1.000, 1.000)",PECK," E K",scoreSystemConfigComp,20,2,2
YGMUUFZXUYWXCICVYGGH,2,,"RGBA(0.200, 0.200, 0.200, 1.000)",DUCK,DUCK,scoreSystemConfigComp,5,1,3
YGMUUFZXUYWXCICVYGGH,3,,"RGBA(0.200, 0.200, 0.200, 1.000)",MICE,MICE,scoreSystemConfigComp,15,1,3
YGMUUFZXUYWXCICVYGGH,3,,"RGBA(1.000, 1.000, 1.000, 1.000)",IMPS,I  S,scoreSystemConfigComp,30,2,2
YGMUUFZXUYWXCICVYGGH,4,,"RGBA(1.000, 1.000, 1.000, 1.000)",FORK,FORK,scoreSystemConfigComp,45,1,3
YGMUUFZXUYWXCICVYGGH,4,,"RGBA(0.200, 0.200, 0.200, 1.000)",MARK,MARK,scoreSystemConfigComp,20,1,3
YGMUUFZXUYWXCICVYGGH,5,,"RGBA(1.000, 1.000, 1.000, 1.000)",MUGS,M GS,scoreSystemConfigComp,50,1,3
YGMUUFZXUYWXCICVYGGH,5,,"RGBA(0.200, 0.200, 0.200, 1.000)",PUSH,PUS ,scoreSystemConfigComp,20,2,2
YGMUUFZXUYWXCICVYGGH,6,,"RGBA(0.200, 0.200, 0.200, 1.000)",EXAM,EXA ,scoreSystemConfigComp,20,1,3
YGMUUFZXUYWXCICVYGGH,6,,"RGBA(1.000, 1.000, 1.000, 1.000)",HAZE,HAZE,scoreSystemConfigComp,65,1,3
YGMUUFZXUYWXCICVYGGH,7,,"RGBA(0.200, 0.200, 0.200, 1.000)",LAMB,LAMB,scoreSystemConfigComp,25,1,3
YGMUUFZXUYWXCICVYGGH,7,,"RGBA(1.000, 1.000, 1.000, 1.000)",DAMB,DAMB,scoreSystemConfigComp,80,1,3
YGMUUFZXUYWXCICVYGGH,8,,"RGBA(1.000, 1.000, 1.000, 1.000)",PECK," ECK",scoreSystemConfigComp,90,1,3
YGMUUFZXUYWXCICVYGGH,8,,"RGBA(0.200, 0.200, 0.200, 1.000)",DUCK,DUCK,scoreSystemConfigComp,40,1,3
TRVQCANLGZWLFOAKFTQN,1,,"RGBA(1.000, 1.000, 1.000, 1.000)",FAKE,"  KE",scoreSystemConfigPAltruistic,20,2,2
TRVQCANLGZWLFOAKFTQN,1,,"RGBA(0.200, 0.200, 0.200, 1.000)",FIVE,FIVE,scoreSystemConfigPAltruistic,0,0,4
VCXXLJFANTZWARAGUDAN,1,,"RGBA(0.312, 0.312, 0.312, 1.000)",CHIC,"    ",scoreSystemConfigNeutral,0,1,3
VCXXLJFANTZWARAGUDAN,1,,"RGBA(0.342, 0.342, 0.342, 1.000)",CHEW,"    ",scoreSystemConfigNeutral,0,0,4
VCXXLJFANTZWARAGUDAN,2,,"RGBA(0.342, 0.342, 0.342, 1.000)",MASK,"  SK",scoreSystemConfigNeutral,0,0,4
VCXXLJFANTZWARAGUDAN,2,,"RGBA(0.312, 0.312, 0.312, 1.000)",PALM,"    ",scoreSystemConfigNeutral,0,3,1
JNQGCZJEKJXVWEDERBXU,1,101,"RGBA(1.000, 1.000, 1.000, 1.000)",DUSK,DUS ,scoreSystemConfigNeutral,0,1,3
JNQGCZJEKJXVWEDERBXU,1,100,"RGBA(0.200, 0.200, 0.200, 1.000)",KEYS," EYS",scoreSystemConfigNeutral,0,2,2
JNQGCZJEKJXVWEDERBXU,2,101,"RGBA(1.000, 1.000, 1.000, 1.000)",CAKE," AKE",scoreSystemConfigNeutral,0,1,3
JNQGCZJEKJXVWEDERBXU,2,100,"RGBA(0.200, 0.200, 0.200, 1.000)",CLAM,CLA ,scoreSystemConfigNeutral,0,0,4
JNQGCZJEKJXVWEDERBXU,3,101,"RGBA(1.000, 1.000, 1.000, 1.000)",PINK,P NK,scoreSystemConfigNeutral,0,1,3
JNQGCZJEKJXVWEDERBXU,3,100,"RGBA(0.200, 0.200, 0.200, 1.000)",BIKE,B  E,scoreSystemConfigNeutral,0,0,4
JNQGCZJEKJXVWEDERBXU,4,100,"RGBA(0.200, 0.200, 0.200, 1.000)",COKE,COKE,scoreSystemConfigNeutral,0,1,3
JNQGCZJEKJXVWEDERBXU,4,101,"RGBA(1.000, 1.000, 1.000, 1.000)",ZERO,ZERO,scoreSystemConfigNeutral,0,1,3
JNQGCZJEKJXVWEDERBXU,5,100,"RGBA(0.200, 0.200, 0.200, 1.000)",PLAY,PL Y,scoreSystemConfigNeutral,0,0,4
JNQGCZJEKJXVWEDERBXU,5,101,"RGBA(1.000, 1.000, 1.000, 1.000)",OKAY,OKAY,scoreSystemConfigNeutral,0,0,4
UIETDMKCECXIQSJQDALE,1,101,"RGBA(1.000, 1.000, 1.000, 1.000)",BEEF,BE F,scoreSystemConfigComp,0,2,2
UIETDMKCECXIQSJQDALE,1,100,"RGBA(0.200, 0.200, 0.200, 1.000)",JEEP,JE P,scoreSystemConfigComp,5,1,3
UIETDMKCECXIQSJQDALE,2,100,"RGBA(0.200, 0.200, 0.200, 1.000)",COKE,COKE,scoreSystemConfigComp,15,0,4
UIETDMKCECXIQSJQDALE,2,101,"RGBA(1.000, 1.000, 1.000, 1.000)",ZERO,Z RO,scoreSystemConfigComp,10,1,3
UIETDMKCECXIQSJQDALE,3,101,"RGBA(1.000, 1.000, 1.000, 1.000)",VOWS,VOWS,scoreSystemConfigComp,20,0,4
UIETDMKCECXIQSJQDALE,3,100,"RGBA(0.200, 0.200, 0.200, 1.000)",WOLF,WOL ,scoreSystemConfigComp,30,0,4
UIETDMKCECXIQSJQDALE,4,100,"RGBA(0.200, 0.200, 0.200, 1.000)",LACK,LACK,scoreSystemConfigComp,50,0,4
UIETDMKCECXIQSJQDALE,4,101,"RGBA(1.000, 1.000, 1.000, 1.000)",DECK,DECK,scoreSystemConfigComp,30,0,4
UIETDMKCECXIQSJQDALE,5,101,"RGBA(1.000, 1.000, 1.000, 1.000)",JAIL,JA L,scoreSystemConfigComp,35,0,4
UIETDMKCECXIQSJQDALE,5,100,"RGBA(0.200, 0.200, 0.200, 1.000)",JARS,JARS,scoreSystemConfigComp,70,0,4
FPQBAJKYPEJOYHKVTKRO,4,,"RGBA(1.000, 1.000, 1.000, 1.000)",EPIC," P C",scoreSystemConfigMutualHelp,150,1,3
FPQBAJKYPEJOYHKVTKRO,4,,"RGBA(0.200, 0.200, 0.200, 1.000)",GIVE,GIVE,scoreSystemConfigMutualHelp,150,0,4
FPQBAJKYPEJOYHKVTKRO,5,,"RGBA(0.200, 0.200, 0.200, 1.000)",HALF,HALF,scoreSystemConfigMutualHelp,190,0,4
FPQBAJKYPEJOYHKVTKRO,5,,"RGBA(1.000, 1.000, 1.000, 1.000)",GOLF,GOLF,scoreSystemConfigMutualHelp,190,0,4
NZTDAGOYYDHVHXSNUQUP,1,,"RGBA(1.000, 1.000, 1.000, 1.000)",JANE,JANE,scoreSystemConfigIndividualistic,30,1,3
NZTDAGOYYDHVHXSNUQUP,1,,"RGBA(0.200, 0.200, 0.200, 1.000)",ZEAL,ZEAL,scoreSystemConfigIndividualistic,30,1,3
NZTDAGOYYDHVHXSNUQUP,2,,"RGBA(1.000, 1.000, 1.000, 1.000)",BUZZ,BUZ ,scoreSystemConfigIndividualistic,60,0,4
NZTDAGOYYDHVHXSNUQUP,2,,"RGBA(0.200, 0.200, 0.200, 1.000)",JAZZ,JAZ ,scoreSystemConfigIndividualistic,60,0,4
NZTDAGOYYDHVHXSNUQUP,3,,"RGBA(0.200, 0.200, 0.200, 1.000)",HUSK," USK",scoreSystemConfigIndividualistic,90,0,4
NZTDAGOYYDHVHXSNUQUP,3,,"RGBA(1.000, 1.000, 1.000, 1.000)",CUPS,CUPS,scoreSystemConfigIndividualistic,100,0,4
NZTDAGOYYDHVHXSNUQUP,4,,"RGBA(0.200, 0.200, 0.200, 1.000)",HUSK,HUSK,scoreSystemConfigIndividualistic,130,0,4
NZTDAGOYYDHVHXSNUQUP,4,,"RGBA(1.000, 1.000, 1.000, 1.000)",CUPS,CUPS,scoreSystemConfigIndividualistic,140,0,4
NZTDAGOYYDHVHXSNUQUP,5,,"RGBA(0.200, 0.200, 0.200, 1.000)",FOAM," OAM",scoreSystemConfigIndividualistic,160,0,4
NZTDAGOYYDHVHXSNUQUP,5,,"RGBA(1.000, 1.000, 1.000, 1.000)",FILM,FILM,scoreSystemConfigIndividualistic,180,0,4
WUAIPQNENLEGRVJXUUGU,1,,"RGBA(0.200, 0.200, 0.200, 1.000)",HOWL,HOWL,scoreSystemConfigPAltruistic,30,3,1
WUAIPQNENLEGRVJXUUGU,1,,"RGBA(1.000, 1.000, 1.000, 1.000)",COWS,COWS,scoreSystemConfigPAltruistic,30,3,1
WUAIPQNENLEGRVJXUUGU,2,,"RGBA(1.000, 1.000, 1.000, 1.000)",CHIP,CHIP,scoreSystemConfigPAltruistic,60,3,1
WUAIPQNENLEGRVJXUUGU,2,,"RGBA(0.200, 0.200, 0.200, 1.000)",COPY,COPY,scoreSystemConfigPAltruistic,60,3,1
WUAIPQNENLEGRVJXUUGU,3,,"RGBA(0.200, 0.200, 0.200, 1.000)",FILM,FILM,scoreSystemConfigPAltruistic,100,4,0
WUAIPQNENLEGRVJXUUGU,3,,"RGBA(1.000, 1.000, 1.000, 1.000)",WHIM,WHIM,scoreSystemConfigPAltruistic,100,4,0
WUAIPQNENLEGRVJXUUGU,4,,"RGBA(1.000, 1.000, 1.000, 1.000)",DUSK,DUSK,scoreSystemConfigPAltruistic,140,4,0
WUAIPQNENLEGRVJXUUGU,4,,"RGBA(0.200, 0.200, 0.200, 1.000)",KEYS,KEYS,scoreSystemConfigPAltruistic,140,4,0
WUAIPQNENLEGRVJXUUGU,5,,"RGBA(1.000, 1.000, 1.000, 1.000)",CAKE,CAKE,scoreSystemConfigPAltruistic,180,4,0
WUAIPQNENLEGRVJXUUGU,5,,"RGBA(0.200, 0.200, 0.200, 1.000)",CLAM,CLAM,scoreSystemConfigPAltruistic,180,4,0
EHDGJIYYMVBEHPIFTJFP,1,q,"RGBA(0.200, 0.200, 0.200, 1.000)",VERB,"  RB",scoreSystemConfigNeutral,0,1,3
EHDGJIYYMVBEHPIFTJFP,1,s,"RGBA(1.000, 1.000, 1.000, 1.000)",MOVE,MOVE,scoreSystemConfigNeutral,0,1,3
HHBRKISYNXNYTJTGATSI,1,,"RGBA(1.000, 1.000, 1.000, 1.000)",JOHN,JO N,scoreSystemConfigPAltruistic,0,0,4
HHBRKISYNXNYTJTGATSI,1,,"RGBA(0.200, 0.200, 0.200, 1.000)",JEAN," EAN",scoreSystemConfigPAltruistic,0,0,4
SMNXPCXXQPJWVMZFIKDU,1,lux,"RGBA(1.000, 1.000, 1.000, 1.000)",JOHN,"    ",scoreSystemConfigNeutral,0,0,4
SMNXPCXXQPJWVMZFIKDU,1,lin,"RGBA(0.200, 0.200, 0.200, 1.000)",JEAN,"   N",scoreSystemConfigNeutral,0,0,4
SZJXRTZSARWYSAWXFSCJ,1,,"RGBA(0.200, 0.200, 0.200, 1.000)",JARS,"    ",scoreSystemConfigNeutral,0,0,4
SZJXRTZSARWYSAWXFSCJ,1,,"RGBA(1.000, 1.000, 1.000, 1.000)",JAIL,"   L",scoreSystemConfigNeutral,0,0,4
