gameId,levelId,playerId,color,levelWord,wordState,scoreSystem,score,numberOfGives,numberOfTakes
UXKYIBBAJRMFKORKJEUP,5,,"RGBA(0.200, 0.200, 0.200, 1.000)",JAZZ,JAZ ,scoreSystemConfigComp,45,0,4
ZCJAIVCOOFMQECXHXPFR,1,,"RGBA(1.000, 1.000, 1.000, 1.000)",JUDO,JUDO,scoreSystemConfigIndividualistic,30,1,3
ZCJAIVCOOFMQECXHXPFR,1,,"RGBA(0.200, 0.200, 0.200, 1.000)",JADE,JADE,scoreSystemConfigIndividualistic,30,1,3
ZCJAIVCOOFMQECXHXPFR,2,,"RGBA(0.200, 0.200, 0.200, 1.000)",BARK,BARK,scoreSystemConfigIndividualistic,50,2,2
ZCJAIVCOOFMQECXHXPFR,2,,"RGBA(1.000, 1.000, 1.000, 1.000)",MURK,MUR ,scoreSystemConfigIndividualistic,50,2,2
ZCJAIVCOOFMQECXHXPFR,3,,"RGBA(0.200, 0.200, 0.200, 1.000)",ROCK,ROCK,scoreSystemConfigIndividualistic,80,1,3
ZCJAIVCOOFMQECXHXPFR,3,,"RGBA(1.000, 1.000, 1.000, 1.000)",PERK,PER ,scoreSystemConfigIndividualistic,80,1,3
ZCJAIVCOOFMQECXHXPFR,4,,"RGBA(1.000, 1.000, 1.000, 1.000)",MUGS,MUGS,scoreSystemConfigIndividualistic,100,2,2
ZCJAIVCOOFMQECXHXPFR,4,,"RGBA(0.200, 0.200, 0.200, 1.000)",PUSH,PUSH,scoreSystemConfigIndividualistic,100,2,2
ZCJAIVCOOFMQECXHXPFR,5,,"RGBA(0.200, 0.200, 0.200, 1.000)",POPE,PO E,scoreSystemConfigIndividualistic,130,1,3
ZCJAIVCOOFMQECXHXPFR,5,,"RGBA(1.000, 1.000, 1.000, 1.000)",MEOW,MEOW,scoreSystemConfigIndividualistic,130,1,3
RCRLCVQYVHURGCAVCZSW,1,,"RGBA(0.200, 0.200, 0.200, 1.000)",DUMB,DUMB,scoreSystemConfigMutualHelp,40,1,3
RCRLCVQYVHURGCAVCZSW,1,,"RGBA(1.000, 1.000, 1.000, 1.000)",WOMB,WOMB,scoreSystemConfigMutualHelp,40,1,3
RCRLCVQYVHURGCAVCZSW,2,,"RGBA(0.200, 0.200, 0.200, 1.000)",FICE,FICE,scoreSystemConfigMutualHelp,80,4,0
RCRLCVQYVHURGCAVCZSW,2,,"RGBA(1.000, 1.000, 1.000, 1.000)",FAME,FAME,scoreSystemConfigMutualHelp,80,4,0
RCRLCVQYVHURGCAVCZSW,3,,"RGBA(0.200, 0.200, 0.200, 1.000)",NECK," ECK",scoreSystemConfigMutualHelp,110,2,2
RCRLCVQYVHURGCAVCZSW,3,,"RGBA(1.000, 1.000, 1.000, 1.000)",LICK,LICK,scoreSystemConfigMutualHelp,120,2,2
RCRLCVQYVHURGCAVCZSW,4,,"RGBA(1.000, 1.000, 1.000, 1.000)",INCH,INCH,scoreSystemConfigMutualHelp,160,4,0
RCRLCVQYVHURGCAVCZSW,4,,"RGBA(0.200, 0.200, 0.200, 1.000)",KIND,KIND,scoreSystemConfigMutualHelp,150,4,0
RCRLCVQYVHURGCAVCZSW,5,,"RGBA(1.000, 1.000, 1.000, 1.000)",HELP,HELP,scoreSystemConfigMutualHelp,190,4,0
RCRLCVQYVHURGCAVCZSW,5,,"RGBA(0.200, 0.200, 0.200, 1.000)",HIKE,HIK ,scoreSystemConfigMutualHelp,190,4,0
YCVPXGUYHGRUSOMKIDVU,1,,"RGBA(1.000, 1.000, 1.000, 1.000)",LICH,LICH,scoreSystemConfigPAltruistic,40,4,0
YCVPXGUYHGRUSOMKIDVU,1,,"RGBA(0.200, 0.200, 0.200, 1.000)",OUCH,OUCH,scoreSystemConfigPAltruistic,40,4,0
YCVPXGUYHGRUSOMKIDVU,2,,"RGBA(0.200, 0.200, 0.200, 1.000)",CLAP,CLAP,scoreSystemConfigPAltruistic,80,4,0
YCVPXGUYHGRUSOMKIDVU,2,,"RGBA(1.000, 1.000, 1.000, 1.000)",CASK,CASK,scoreSystemConfigPAltruistic,80,4,0
YCVPXGUYHGRUSOMKIDVU,3,,"RGBA(1.000, 1.000, 1.000, 1.000)",PORK,PORK,scoreSystemConfigPAltruistic,120,4,0
YCVPXGUYHGRUSOMKIDVU,3,,"RGBA(0.200, 0.200, 0.200, 1.000)",RACK,RACK,scoreSystemConfigPAltruistic,120,4,0
YCVPXGUYHGRUSOMKIDVU,4,,"RGBA(0.200, 0.200, 0.200, 1.000)",JADE,JADE,scoreSystemConfigPAltruistic,150,3,1
YCVPXGUYHGRUSOMKIDVU,4,,"RGBA(1.000, 1.000, 1.000, 1.000)",JUDO,JUDO,scoreSystemConfigPAltruistic,150,3,1
YCVPXGUYHGRUSOMKIDVU,5,,"RGBA(1.000, 1.000, 1.000, 1.000)",PACT,PACT,scoreSystemConfigPAltruistic,190,4,0
YCVPXGUYHGRUSOMKIDVU,5,,"RGBA(0.200, 0.200, 0.200, 1.000)",PLOT,PLOT,scoreSystemConfigPAltruistic,190,4,0
NIWMACUOKRBCSIRKPMRP,1,126,"RGBA(1.000, 1.000, 1.000, 1.000)",WAVE," AV ",scoreSystemConfigNeutral,0,1,3
NIWMACUOKRBCSIRKPMRP,1,125,"RGBA(0.200, 0.200, 0.200, 1.000)",WHEY,WHE ,scoreSystemConfigNeutral,0,2,2
NIWMACUOKRBCSIRKPMRP,2,126,"RGBA(1.000, 1.000, 1.000, 1.000)",MUCH,MU  ,scoreSystemConfigNeutral,0,2,2
NIWMACUOKRBCSIRKPMRP,2,125,"RGBA(0.200, 0.200, 0.200, 1.000)",CHEF," H F",scoreSystemConfigNeutral,0,1,3
NIWMACUOKRBCSIRKPMRP,3,126,"RGBA(1.000, 1.000, 1.000, 1.000)",MUCH,MUC ,scoreSystemConfigNeutral,0,0,4
NIWMACUOKRBCSIRKPMRP,3,125,"RGBA(0.200, 0.200, 0.200, 1.000)",CHEF,CHE ,scoreSystemConfigNeutral,0,1,3
NIWMACUOKRBCSIRKPMRP,4,125,"RGBA(0.200, 0.200, 0.200, 1.000)",KIND,KIN ,scoreSystemConfigNeutral,0,0,4
NIWMACUOKRBCSIRKPMRP,4,126,"RGBA(1.000, 1.000, 1.000, 1.000)",INCH,INCH,scoreSystemConfigNeutral,0,0,4
NIWMACUOKRBCSIRKPMRP,5,125,"RGBA(0.200, 0.200, 0.200, 1.000)",EXAM,EXAM,scoreSystemConfigNeutral,0,0,4
NIWMACUOKRBCSIRKPMRP,5,126,"RGBA(1.000, 1.000, 1.000, 1.000)",HAZE,HAZE,scoreSystemConfigNeutral,0,0,4
NIWMACUOKRBCSIRKPMRP,6,125,"RGBA(0.200, 0.200, 0.200, 1.000)",DUKE,DUKE,scoreSystemConfigNeutral,0,0,4
NIWMACUOKRBCSIRKPMRP,6,126,"RGBA(1.000, 1.000, 1.000, 1.000)",DEFY,DEFY,scoreSystemConfigNeutral,0,0,4
NZEQMIAZSREMPFDDINCN,1,126,"RGBA(1.000, 1.000, 1.000, 1.000)",FLIP,FL P,scoreSystemConfigComp,5,0,4
NZEQMIAZSREMPFDDINCN,1,125,"RGBA(0.200, 0.200, 0.200, 1.000)",FLOW,FLOW,scoreSystemConfigComp,20,0,4
NZEQMIAZSREMPFDDINCN,2,126,"RGBA(1.000, 1.000, 1.000, 1.000)",POEM,POEM,scoreSystemConfigComp,20,1,3
NZEQMIAZSREMPFDDINCN,2,125,"RGBA(0.200, 0.200, 0.200, 1.000)",SPAM,SPAM,scoreSystemConfigComp,35,1,3
NZEQMIAZSREMPFDDINCN,3,126,"RGBA(1.000, 1.000, 1.000, 1.000)",POEM,POEM,scoreSystemConfigComp,40,0,4
NZEQMIAZSREMPFDDINCN,3,125,"RGBA(0.200, 0.200, 0.200, 1.000)",SPAM,SPAM,scoreSystemConfigComp,45,0,4
NZEQMIAZSREMPFDDINCN,4,126,"RGBA(1.000, 1.000, 1.000, 1.000)",CAKE,CAKE,scoreSystemConfigComp,55,0,4
NZEQMIAZSREMPFDDINCN,4,125,"RGBA(0.200, 0.200, 0.200, 1.000)",CLAM,CLAM,scoreSystemConfigComp,60,0,4
NZEQMIAZSREMPFDDINCN,5,125,"RGBA(0.200, 0.200, 0.200, 1.000)",HUSK,HU K,scoreSystemConfigComp,70,0,4
NZEQMIAZSREMPFDDINCN,5,126,"RGBA(1.000, 1.000, 1.000, 1.000)",CUPS,CUPS,scoreSystemConfigComp,70,0,4
NZEQMIAZSREMPFDDINCN,6,125,"RGBA(0.200, 0.200, 0.200, 1.000)",COKE,COKE,scoreSystemConfigComp,90,0,4
NZEQMIAZSREMPFDDINCN,6,126,"RGBA(1.000, 1.000, 1.000, 1.000)",ZERO,ZER ,scoreSystemConfigComp,75,0,4
PUDXVZPEHMOBOZDSAFVP,1,126,"RGBA(1.000, 1.000, 1.000, 1.000)",FAME,FAM ,scoreSystemConfigIndividualistic,30,0,3
PUDXVZPEHMOBOZDSAFVP,1,125,"RGBA(0.200, 0.200, 0.200, 1.000)",FICE,FICE,scoreSystemConfigIndividualistic,40,0,4
PUDXVZPEHMOBOZDSAFVP,2,126,"RGBA(1.000, 1.000, 1.000, 1.000)",WAVE," AVE",scoreSystemConfigIndividualistic,50,1,3
PUDXVZPEHMOBOZDSAFVP,2,125,"RGBA(0.200, 0.200, 0.200, 1.000)",WHEY,WHEY,scoreSystemConfigIndividualistic,70,1,3
PUDXVZPEHMOBOZDSAFVP,3,126,"RGBA(1.000, 1.000, 1.000, 1.000)",CZAR,C AR,scoreSystemConfigIndividualistic,80,0,4
PUDXVZPEHMOBOZDSAFVP,3,125,"RGBA(0.200, 0.200, 0.200, 1.000)",BACK,BACK,scoreSystemConfigIndividualistic,110,0,4
PUDXVZPEHMOBOZDSAFVP,4,126,"RGBA(1.000, 1.000, 1.000, 1.000)",BAKE,BAKE,scoreSystemConfigIndividualistic,120,0,4
PUDXVZPEHMOBOZDSAFVP,4,125,"RGBA(0.200, 0.200, 0.200, 1.000)",CAVE,CAVE,scoreSystemConfigIndividualistic,150,0,4
PUDXVZPEHMOBOZDSAFVP,5,126,"RGBA(1.000, 1.000, 1.000, 1.000)",PORK,PORK,scoreSystemConfigIndividualistic,160,0,4
PUDXVZPEHMOBOZDSAFVP,5,125,"RGBA(0.200, 0.200, 0.200, 1.000)",RACK,RACK,scoreSystemConfigIndividualistic,190,0,4
PUDXVZPEHMOBOZDSAFVP,6,126,"RGBA(1.000, 1.000, 1.000, 1.000)",LICK,LICK,scoreSystemConfigIndividualistic,200,0,4
PUDXVZPEHMOBOZDSAFVP,6,125,"RGBA(0.200, 0.200, 0.200, 1.000)",NECK,NECK,scoreSystemConfigIndividualistic,230,0,4
VOLNVSHBMZOOPCBWFVFT,1,125,"RGBA(0.200, 0.200, 0.200, 1.000)",CLAP,CLAP,scoreSystemConfigPAltruistic,0,0,4
VOLNVSHBMZOOPCBWFVFT,1,126,"RGBA(1.000, 1.000, 1.000, 1.000)",CASK,CASK,scoreSystemConfigPAltruistic,0,0,4
VOLNVSHBMZOOPCBWFVFT,2,125,"RGBA(0.200, 0.200, 0.200, 1.000)",FUNK,F NK,scoreSystemConfigPAltruistic,40,4,0
VOLNVSHBMZOOPCBWFVFT,2,126,"RGBA(1.000, 1.000, 1.000, 1.000)",YUCK,YUCK,scoreSystemConfigPAltruistic,30,4,0
VOLNVSHBMZOOPCBWFVFT,3,126,"RGBA(1.000, 1.000, 1.000, 1.000)",TACK,TACK,scoreSystemConfigPAltruistic,70,4,0
VOLNVSHBMZOOPCBWFVFT,3,125,"RGBA(0.200, 0.200, 0.200, 1.000)",CAFE,CAFE,scoreSystemConfigPAltruistic,80,4,0
VOLNVSHBMZOOPCBWFVFT,4,125,"RGBA(0.200, 0.200, 0.200, 1.000)",HUSK,HUSK,scoreSystemConfigPAltruistic,120,4,0
VOLNVSHBMZOOPCBWFVFT,4,126,"RGBA(1.000, 1.000, 1.000, 1.000)",CUPS,CUPS,scoreSystemConfigPAltruistic,110,4,0
VOLNVSHBMZOOPCBWFVFT,5,126,"RGBA(1.000, 1.000, 1.000, 1.000)",FLUX,FLUX,scoreSystemConfigPAltruistic,140,4,0
VOLNVSHBMZOOPCBWFVFT,5,125,"RGBA(0.200, 0.200, 0.200, 1.000)",BULK,BUL ,scoreSystemConfigPAltruistic,160,4,0
VOLNVSHBMZOOPCBWFVFT,6,126,"RGBA(1.000, 1.000, 1.000, 1.000)",EXPO,EXPO,scoreSystemConfigPAltruistic,180,4,0
VOLNVSHBMZOOPCBWFVFT,6,125,"RGBA(0.200, 0.200, 0.200, 1.000)",POKE,POKE,scoreSystemConfigPAltruistic,200,4,0
FWZMFDQSTFEEYRAHLSEA,1,126,"RGBA(1.000, 1.000, 1.000, 1.000)",PECK,PECK,scoreSystemConfigMutualHelp,40,1,3
FWZMFDQSTFEEYRAHLSEA,1,125,"RGBA(0.200, 0.200, 0.200, 1.000)",DUCK,DUCK,scoreSystemConfigMutualHelp,40,1,3
FWZMFDQSTFEEYRAHLSEA,2,125,"RGBA(0.200, 0.200, 0.200, 1.000)",BIND,BIND,scoreSystemConfigMutualHelp,70,0,4
FWZMFDQSTFEEYRAHLSEA,2,126,"RGBA(1.000, 1.000, 1.000, 1.000)",PING,P NG,scoreSystemConfigMutualHelp,80,1,3
FWZMFDQSTFEEYRAHLSEA,3,126,"RGBA(1.000, 1.000, 1.000, 1.000)",PERK," ERK",scoreSystemConfigMutualHelp,110,2,2
FWZMFDQSTFEEYRAHLSEA,3,125,"RGBA(0.200, 0.200, 0.200, 1.000)",ROCK,ROCK,scoreSystemConfigMutualHelp,110,1,3
FWZMFDQSTFEEYRAHLSEA,4,126,"RGBA(1.000, 1.000, 1.000, 1.000)",POEM," OEM",scoreSystemConfigMutualHelp,140,1,3
FWZMFDQSTFEEYRAHLSEA,4,125,"RGBA(0.200, 0.200, 0.200, 1.000)",SPAM,SPAM,scoreSystemConfigMutualHelp,150,0,4
FWZMFDQSTFEEYRAHLSEA,5,125,"RGBA(0.200, 0.200, 0.200, 1.000)",DUMB,DUMB,scoreSystemConfigMutualHelp,190,1,3
FWZMFDQSTFEEYRAHLSEA,5,126,"RGBA(1.000, 1.000, 1.000, 1.000)",WOMB,WOMB,scoreSystemConfigMutualHelp,180,1,3
FWZMFDQSTFEEYRAHLSEA,6,125,"RGBA(0.200, 0.200, 0.200, 1.000)",SAND,SAND,scoreSystemConfigMutualHelp,230,1,3
FWZMFDQSTFEEYRAHLSEA,6,126,"RGBA(1.000, 1.000, 1.000, 1.000)",SCAM,SCAM,scoreSystemConfigMutualHelp,220,1,3
