gameId,levelId,playerId,color,levelWord,wordState,scoreSystem,score,numberOfGives,numberOfTakes
DRSPGLMYHQYHPIPJGEEY,1,118,"RGBA(1.000, 1.000, 1.000, 1.000)",CLUB,"    ",scoreSystemConfigPAltruistic,20,2,2
DRSPGLMYHQYHPIPJGEEY,2,84,"RGBA(0.200, 0.200, 0.200, 1.000)",FLOP,"    ",scoreSystemConfigPAltruistic,50,4,0
DRSPGLMYHQYHPIPJGEEY,2,118,"RGBA(1.000, 1.000, 1.000, 1.000)",CLIP,"    ",scoreSystemConfigPAltruistic,60,4,0
DRSPGLMYHQYHPIPJGEEY,3,84,"RGBA(0.200, 0.200, 0.200, 1.000)",NAVY,"    ",scoreSystemConfigPAltruistic,90,4,0
DRSPGLMYHQYHPIPJGEEY,3,118,"RGBA(1.000, 1.000, 1.000, 1.000)",BABY,"    ",scoreSystemConfigPAltruistic,100,4,0
DRSPGLMYHQYHPIPJGEEY,4,84,"RGBA(0.200, 0.200, 0.200, 1.000)",QUIT,"    ",scoreSystemConfigPAltruistic,120,4,0
DRSPGLMYHQYHPIPJGEEY,4,118,"RGBA(1.000, 1.000, 1.000, 1.000)",JUST,"    ",scoreSystemConfigPAltruistic,140,4,0
DRSPGLMYHQYHPIPJGEEY,5,118,"RGBA(1.000, 1.000, 1.000, 1.000)",FLIP,"    ",scoreSystemConfigPAltruistic,180,4,0
DRSPGLMYHQYHPIPJGEEY,5,84,"RGBA(0.200, 0.200, 0.200, 1.000)",FLOW,"    ",scoreSystemConfigPAltruistic,160,4,0
DRSPGLMYHQYHPIPJGEEY,6,84,"RGBA(0.200, 0.200, 0.200, 1.000)",BULK,"    ",scoreSystemConfigPAltruistic,200,4,0
DRSPGLMYHQYHPIPJGEEY,6,118,"RGBA(1.000, 1.000, 1.000, 1.000)",FLUX,"    ",scoreSystemConfigPAltruistic,220,4,0
DRSPGLMYHQYHPIPJGEEY,7,84,"RGBA(0.200, 0.200, 0.200, 1.000)",BULK,BULK,scoreSystemConfigPAltruistic,230,4,0
DRSPGLMYHQYHPIPJGEEY,7,118,"RGBA(1.000, 1.000, 1.000, 1.000)",FLUX," LUX",scoreSystemConfigPAltruistic,260,4,0
GTYIAQYATJHQODAUZRHW,1,test1,"RGBA(0.200, 0.200, 0.200, 1.000)",INKY,INKY,scoreSystemConfigComp,10,0,4
GTYIAQYATJHQODAUZRHW,1,test2,"RGBA(1.000, 1.000, 1.000, 1.000)",ENVY,"  VY",scoreSystemConfigComp,5,1,3
GTYIAQYATJHQODAUZRHW,2,test2,"RGBA(1.000, 1.000, 1.000, 1.000)",VOWS,VOWS,scoreSystemConfigComp,20,0,4
GTYIAQYATJHQODAUZRHW,2,test1,"RGBA(0.200, 0.200, 0.200, 1.000)",WOLF,WO F,scoreSystemConfigComp,20,0,4
GTYIAQYATJHQODAUZRHW,3,test1,"RGBA(0.200, 0.200, 0.200, 1.000)",JOKY,JOKY,scoreSystemConfigComp,30,0,4
GTYIAQYATJHQODAUZRHW,3,test2,"RGBA(1.000, 1.000, 1.000, 1.000)",COZY,COZY,scoreSystemConfigComp,40,0,4
GTYIAQYATJHQODAUZRHW,4,test1,"RGBA(0.200, 0.200, 0.200, 1.000)",KIND,KIN ,scoreSystemConfigComp,40,1,3
GTYIAQYATJHQODAUZRHW,4,test2,"RGBA(1.000, 1.000, 1.000, 1.000)",INCH,INCH,scoreSystemConfigComp,55,0,4
GTYIAQYATJHQODAUZRHW,5,test1,"RGBA(0.200, 0.200, 0.200, 1.000)",HULK,HULK,scoreSystemConfigComp,60,0,4
GTYIAQYATJHQODAUZRHW,5,test2,"RGBA(1.000, 1.000, 1.000, 1.000)",CLUB,CLUB,scoreSystemConfigComp,65,0,4
GTYIAQYATJHQODAUZRHW,6,test1,"RGBA(0.200, 0.200, 0.200, 1.000)",BURY," URY",scoreSystemConfigComp,60,1,3
GTYIAQYATJHQODAUZRHW,6,test2,"RGBA(1.000, 1.000, 1.000, 1.000)",BREW,BREW,scoreSystemConfigComp,80,0,4
GTYIAQYATJHQODAUZRHW,7,test1,"RGBA(0.200, 0.200, 0.200, 1.000)",QUIT,QUIT,scoreSystemConfigComp,75,0,4
GTYIAQYATJHQODAUZRHW,7,test2,"RGBA(1.000, 1.000, 1.000, 1.000)",JUST,JUST,scoreSystemConfigComp,95,0,4
TVGZSUQZKXBYJEZASJOL,1,9,"RGBA(0.200, 0.200, 0.200, 1.000)",JADE,JA E,scoreSystemConfigNeutral,0,1,3
TVGZSUQZKXBYJEZASJOL,1,111,"RGBA(1.000, 1.000, 1.000, 1.000)",JUDO,JU  ,scoreSystemConfigNeutral,0,3,1
TVGZSUQZKXBYJEZASJOL,2,9,"RGBA(0.200, 0.200, 0.200, 1.000)",OUCH,OUCH,scoreSystemConfigNeutral,0,2,2
TVGZSUQZKXBYJEZASJOL,2,111,"RGBA(1.000, 1.000, 1.000, 1.000)",LICH,LIC ,scoreSystemConfigNeutral,0,2,2
TVGZSUQZKXBYJEZASJOL,3,9,"RGBA(0.200, 0.200, 0.200, 1.000)",FLAW,FLAW,scoreSystemConfigNeutral,0,2,2
TVGZSUQZKXBYJEZASJOL,3,111,"RGBA(1.000, 1.000, 1.000, 1.000)",BOWL,BOWL,scoreSystemConfigNeutral,0,2,2
TVGZSUQZKXBYJEZASJOL,4,9,"RGBA(0.200, 0.200, 0.200, 1.000)",HUSK,HUS ,scoreSystemConfigNeutral,0,2,1
TVGZSUQZKXBYJEZASJOL,4,111,"RGBA(1.000, 1.000, 1.000, 1.000)",CUPS,CUPS,scoreSystemConfigNeutral,0,2,2
TVGZSUQZKXBYJEZASJOL,5,9,"RGBA(0.200, 0.200, 0.200, 1.000)",FILM,FIL ,scoreSystemConfigNeutral,0,0,3
TVGZSUQZKXBYJEZASJOL,5,111,"RGBA(1.000, 1.000, 1.000, 1.000)",WHIM,WH  ,scoreSystemConfigNeutral,0,1,3
TVGZSUQZKXBYJEZASJOL,6,9,"RGBA(0.200, 0.200, 0.200, 1.000)",VERB,VERB,scoreSystemConfigNeutral,0,2,1
TVGZSUQZKXBYJEZASJOL,6,111,"RGBA(1.000, 1.000, 1.000, 1.000)",MOVE,MOV ,scoreSystemConfigNeutral,0,3,1
TVGZSUQZKXBYJEZASJOL,7,9,"RGBA(0.200, 0.200, 0.200, 1.000)",BIND,BIND,scoreSystemConfigNeutral,0,4,0
TVGZSUQZKXBYJEZASJOL,7,111,"RGBA(1.000, 1.000, 1.000, 1.000)",PING," IN ",scoreSystemConfigNeutral,0,4,0
EEPDBITEEXBFRQVBLVMC,1,9,"RGBA(0.200, 0.200, 0.200, 1.000)",FILM,FILM,scoreSystemConfigIndividualistic,0,4,0
EEPDBITEEXBFRQVBLVMC,1,111,"RGBA(1.000, 1.000, 1.000, 1.000)",WHIM,WHIM,scoreSystemConfigIndividualistic,0,4,0
EEPDBITEEXBFRQVBLVMC,2,9,"RGBA(0.200, 0.200, 0.200, 1.000)",NUMB,N MB,scoreSystemConfigIndividualistic,30,0,4
EEPDBITEEXBFRQVBLVMC,2,111,"RGBA(1.000, 1.000, 1.000, 1.000)",HYMN,HYMN,scoreSystemConfigIndividualistic,40,0,4
EEPDBITEEXBFRQVBLVMC,3,9,"RGBA(0.200, 0.200, 0.200, 1.000)",DUCK,DUCK,scoreSystemConfigIndividualistic,70,0,4
EEPDBITEEXBFRQVBLVMC,3,111,"RGBA(1.000, 1.000, 1.000, 1.000)",PECK,PECK,scoreSystemConfigIndividualistic,80,0,4
EEPDBITEEXBFRQVBLVMC,4,9,"RGBA(0.200, 0.200, 0.200, 1.000)",LACK,LACK,scoreSystemConfigIndividualistic,110,0,4
EEPDBITEEXBFRQVBLVMC,4,111,"RGBA(1.000, 1.000, 1.000, 1.000)",DECK,DECK,scoreSystemConfigIndividualistic,120,0,4
EEPDBITEEXBFRQVBLVMC,5,9,"RGBA(0.200, 0.200, 0.200, 1.000)",FORM,FORM,scoreSystemConfigIndividualistic,150,0,4
EEPDBITEEXBFRQVBLVMC,5,111,"RGBA(1.000, 1.000, 1.000, 1.000)",CROW,CROW,scoreSystemConfigIndividualistic,160,0,4
EEPDBITEEXBFRQVBLVMC,6,9,"RGBA(0.200, 0.200, 0.200, 1.000)",JEAN,JEAN,scoreSystemConfigIndividualistic,190,0,4
EEPDBITEEXBFRQVBLVMC,6,111,"RGBA(1.000, 1.000, 1.000, 1.000)",JOHN,JOHN,scoreSystemConfigIndividualistic,200,0,4
EEPDBITEEXBFRQVBLVMC,7,9,"RGBA(0.200, 0.200, 0.200, 1.000)",KNOW,KNOW,scoreSystemConfigIndividualistic,230,0,4
EEPDBITEEXBFRQVBLVMC,7,111,"RGBA(1.000, 1.000, 1.000, 1.000)",GAWK,GAWK,scoreSystemConfigIndividualistic,240,0,4
KKXGWBKULKBBBRWISBRK,1,9,"RGBA(0.200, 0.200, 0.200, 1.000)",CAVE,CAVE,scoreSystemConfigMutualHelp,40,0,4
KKXGWBKULKBBBRWISBRK,1,111,"RGBA(1.000, 1.000, 1.000, 1.000)",BAKE,BAKE,scoreSystemConfigMutualHelp,40,0,4
KKXGWBKULKBBBRWISBRK,2,9,"RGBA(0.200, 0.200, 0.200, 1.000)",HULK,HULK,scoreSystemConfigMutualHelp,80,1,3
KKXGWBKULKBBBRWISBRK,2,111,"RGBA(1.000, 1.000, 1.000, 1.000)",CLUB,CLUB,scoreSystemConfigMutualHelp,80,1,3
KKXGWBKULKBBBRWISBRK,3,9,"RGBA(0.200, 0.200, 0.200, 1.000)",UGLY,UGL ,scoreSystemConfigMutualHelp,110,0,4
KKXGWBKULKBBBRWISBRK,3,111,"RGBA(1.000, 1.000, 1.000, 1.000)",RUBY,RUBY,scoreSystemConfigMutualHelp,120,0,4
KKXGWBKULKBBBRWISBRK,4,9,"RGBA(0.200, 0.200, 0.200, 1.000)",PLOT,PLOT,scoreSystemConfigMutualHelp,140,0,4
KKXGWBKULKBBBRWISBRK,4,111,"RGBA(1.000, 1.000, 1.000, 1.000)",PACT,PAC ,scoreSystemConfigMutualHelp,160,1,3
KKXGWBKULKBBBRWISBRK,5,111,"RGBA(1.000, 1.000, 1.000, 1.000)",DAMB,DAMB,scoreSystemConfigMutualHelp,190,1,3
KKXGWBKULKBBBRWISBRK,5,9,"RGBA(0.200, 0.200, 0.200, 1.000)",LAMB,LAM ,scoreSystemConfigMutualHelp,180,2,2
KKXGWBKULKBBBRWISBRK,6,9,"RGBA(0.200, 0.200, 0.200, 1.000)",LAMB,LAMB,scoreSystemConfigMutualHelp,210,3,1
KKXGWBKULKBBBRWISBRK,6,111,"RGBA(1.000, 1.000, 1.000, 1.000)",DAMB," AMB",scoreSystemConfigMutualHelp,230,4,0
KKXGWBKULKBBBRWISBRK,7,9,"RGBA(0.200, 0.200, 0.200, 1.000)",HIKE,HIK ,scoreSystemConfigMutualHelp,240,0,4
KKXGWBKULKBBBRWISBRK,7,111,"RGBA(1.000, 1.000, 1.000, 1.000)",HELP,HELP,scoreSystemConfigMutualHelp,270,0,4
PLZGMVPBBDZIEULJPALJ,1,9,"RGBA(0.200, 0.200, 0.200, 1.000)",FOLK,FOLK,scoreSystemConfigComp,5,2,2
PLZGMVPBBDZIEULJPALJ,1,111,"RGBA(1.000, 1.000, 1.000, 1.000)",DOCK,DOCK,scoreSystemConfigComp,10,2,2
PLZGMVPBBDZIEULJPALJ,2,9,"RGBA(0.200, 0.200, 0.200, 1.000)",FLEW,FLEW,scoreSystemConfigComp,15,1,3
PLZGMVPBBDZIEULJPALJ,2,111,"RGBA(1.000, 1.000, 1.000, 1.000)",BLOW,BLOW,scoreSystemConfigComp,20,1,3
PLZGMVPBBDZIEULJPALJ,3,9,"RGBA(0.200, 0.200, 0.200, 1.000)",JARS,JARS,scoreSystemConfigComp,25,0,4
PLZGMVPBBDZIEULJPALJ,3,111,"RGBA(1.000, 1.000, 1.000, 1.000)",JAIL,JAIL,scoreSystemConfigComp,40,0,4
PLZGMVPBBDZIEULJPALJ,4,9,"RGBA(0.200, 0.200, 0.200, 1.000)",DUKE," UKE",scoreSystemConfigComp,30,0,4
PLZGMVPBBDZIEULJPALJ,4,111,"RGBA(1.000, 1.000, 1.000, 1.000)",DEFY,DEFY,scoreSystemConfigComp,60,0,4
PLZGMVPBBDZIEULJPALJ,5,111,"RGBA(1.000, 1.000, 1.000, 1.000)",HYMN,HYMN,scoreSystemConfigComp,80,0,4
PLZGMVPBBDZIEULJPALJ,5,9,"RGBA(0.200, 0.200, 0.200, 1.000)",NUMB,NUMB,scoreSystemConfigComp,40,0,4
PLZGMVPBBDZIEULJPALJ,6,9,"RGBA(0.200, 0.200, 0.200, 1.000)",DUCK,DU K,scoreSystemConfigComp,45,0,4
PLZGMVPBBDZIEULJPALJ,6,111,"RGBA(1.000, 1.000, 1.000, 1.000)",PECK,PECK,scoreSystemConfigComp,100,0,4
PLZGMVPBBDZIEULJPALJ,7,9,"RGBA(0.200, 0.200, 0.200, 1.000)",PLOT,PLOT,scoreSystemConfigComp,65,0,4
PLZGMVPBBDZIEULJPALJ,7,111,"RGBA(1.000, 1.000, 1.000, 1.000)",PACT,PACT,scoreSystemConfigComp,110,0,4
RIUJKYHOTILHFDDDDXQN,1,9,"RGBA(0.200, 0.200, 0.200, 1.000)",FOLK,FOLK,scoreSystemConfigPAltruistic,20,2,2
RIUJKYHOTILHFDDDDXQN,1,111,"RGBA(1.000, 1.000, 1.000, 1.000)",DOCK,DOCK,scoreSystemConfigPAltruistic,20,2,2
RIUJKYHOTILHFDDDDXQN,2,9,"RGBA(0.200, 0.200, 0.200, 1.000)",WHEY,WHEY,scoreSystemConfigPAltruistic,60,4,0
RIUJKYHOTILHFDDDDXQN,2,111,"RGBA(1.000, 1.000, 1.000, 1.000)",WAVE,WAVE,scoreSystemConfigPAltruistic,60,4,0
RIUJKYHOTILHFDDDDXQN,3,9,"RGBA(0.200, 0.200, 0.200, 1.000)",PLEB,PLEB,scoreSystemConfigPAltruistic,100,4,0
RIUJKYHOTILHFDDDDXQN,3,111,"RGBA(1.000, 1.000, 1.000, 1.000)",LIMP,LIMP,scoreSystemConfigPAltruistic,100,4,0
RIUJKYHOTILHFDDDDXQN,4,9,"RGBA(0.200, 0.200, 0.200, 1.000)",JIMP,JIMP,scoreSystemConfigPAltruistic,130,3,0
RIUJKYHOTILHFDDDDXQN,4,111,"RGBA(1.000, 1.000, 1.000, 1.000)",PUMP,PUM ,scoreSystemConfigPAltruistic,140,4,0
RIUJKYHOTILHFDDDDXQN,5,111,"RGBA(1.000, 1.000, 1.000, 1.000)",BLOW,BLOW,scoreSystemConfigPAltruistic,180,4,0
RIUJKYHOTILHFDDDDXQN,5,9,"RGBA(0.200, 0.200, 0.200, 1.000)",FLEW,FLEW,scoreSystemConfigPAltruistic,170,4,0
RIUJKYHOTILHFDDDDXQN,6,9,"RGBA(0.200, 0.200, 0.200, 1.000)",QUIT,QUIT,scoreSystemConfigPAltruistic,210,4,0
RIUJKYHOTILHFDDDDXQN,6,111,"RGBA(1.000, 1.000, 1.000, 1.000)",JUST,JUST,scoreSystemConfigPAltruistic,220,4,0
RIUJKYHOTILHFDDDDXQN,7,9,"RGBA(0.200, 0.200, 0.200, 1.000)",SCUM,SCUM,scoreSystemConfigPAltruistic,250,4,0
RIUJKYHOTILHFDDDDXQN,7,111,"RGBA(1.000, 1.000, 1.000, 1.000)",SACK,SACK,scoreSystemConfigPAltruistic,260,4,0
MXWPUDPSZKHVAATVFFDC,1,110,"RGBA(0.200, 0.200, 0.200, 1.000)",KEYS," E S",scoreSystemConfigNeutral,0,0,4
MXWPUDPSZKHVAATVFFDC,1,124,"RGBA(1.000, 1.000, 1.000, 1.000)",DUSK," U K",scoreSystemConfigNeutral,0,1,3
MXWPUDPSZKHVAATVFFDC,2,110,"RGBA(0.200, 0.200, 0.200, 1.000)",LAMB," AMB",scoreSystemConfigNeutral,0,1,3
MXWPUDPSZKHVAATVFFDC,2,124,"RGBA(1.000, 1.000, 1.000, 1.000)",DAMB,D  B,scoreSystemConfigNeutral,0,1,3
MXWPUDPSZKHVAATVFFDC,3,110,"RGBA(0.200, 0.200, 0.200, 1.000)",POPE,PO  ,scoreSystemConfigNeutral,0,0,4
MXWPUDPSZKHVAATVFFDC,3,124,"RGBA(1.000, 1.000, 1.000, 1.000)",MEOW,MEOW,scoreSystemConfigNeutral,0,0,4
MXWPUDPSZKHVAATVFFDC,4,110,"RGBA(0.200, 0.200, 0.200, 1.000)",POKE,POKE,scoreSystemConfigNeutral,0,0,4
MXWPUDPSZKHVAATVFFDC,4,124,"RGBA(1.000, 1.000, 1.000, 1.000)",EXPO,EXPO,scoreSystemConfigNeutral,0,0,4
MXWPUDPSZKHVAATVFFDC,5,110,"RGBA(0.200, 0.200, 0.200, 1.000)",JUKE," UK ",scoreSystemConfigNeutral,0,1,2
MXWPUDPSZKHVAATVFFDC,5,124,"RGBA(1.000, 1.000, 1.000, 1.000)",JUNK,JUNK,scoreSystemConfigNeutral,0,0,4
MXWPUDPSZKHVAATVFFDC,6,110,"RGBA(0.200, 0.200, 0.200, 1.000)",BARK,BARK,scoreSystemConfigNeutral,0,0,4
MXWPUDPSZKHVAATVFFDC,6,124,"RGBA(1.000, 1.000, 1.000, 1.000)",MURK,MURK,scoreSystemConfigNeutral,0,0,4
DXFBFUIEXVJBZZQFXNOD,1,110,"RGBA(0.200, 0.200, 0.200, 1.000)",ZEAL,ZEAL,scoreSystemConfigIndividualistic,30,1,3
DXFBFUIEXVJBZZQFXNOD,1,124,"RGBA(1.000, 1.000, 1.000, 1.000)",JANE,JANE,scoreSystemConfigIndividualistic,30,1,3
DXFBFUIEXVJBZZQFXNOD,2,110,"RGBA(0.200, 0.200, 0.200, 1.000)",CHEF,"  EF",scoreSystemConfigIndividualistic,50,0,4
DXFBFUIEXVJBZZQFXNOD,2,124,"RGBA(1.000, 1.000, 1.000, 1.000)",MUCH,MUCH,scoreSystemConfigIndividualistic,70,0,4
DXFBFUIEXVJBZZQFXNOD,3,110,"RGBA(0.200, 0.200, 0.200, 1.000)",FIVE,"  VE",scoreSystemConfigIndividualistic,70,0,4
DXFBFUIEXVJBZZQFXNOD,3,124,"RGBA(1.000, 1.000, 1.000, 1.000)",FAKE,FAKE,scoreSystemConfigIndividualistic,110,0,4
DXFBFUIEXVJBZZQFXNOD,4,110,"RGBA(0.200, 0.200, 0.200, 1.000)",FLAW,FLAW,scoreSystemConfigIndividualistic,110,0,4
DXFBFUIEXVJBZZQFXNOD,4,124,"RGBA(1.000, 1.000, 1.000, 1.000)",BOWL," OWL",scoreSystemConfigIndividualistic,140,0,3
DXFBFUIEXVJBZZQFXNOD,5,124,"RGBA(1.000, 1.000, 1.000, 1.000)",MOCK,MOCK,scoreSystemConfigIndividualistic,170,0,4
DXFBFUIEXVJBZZQFXNOD,5,110,"RGBA(0.200, 0.200, 0.200, 1.000)",PACK,PAC ,scoreSystemConfigIndividualistic,140,1,3
DXFBFUIEXVJBZZQFXNOD,6,124,"RGBA(1.000, 1.000, 1.000, 1.000)",SKIP,SKIP,scoreSystemConfigIndividualistic,210,0,4
DXFBFUIEXVJBZZQFXNOD,6,110,"RGBA(0.200, 0.200, 0.200, 1.000)",COPS,COP ,scoreSystemConfigIndividualistic,170,0,4
