playerId,N1,N2,N3,N4,N5,N6,E1,E2,E3,E4,E5,E6,O1,O2,O3,O4,O5,O6,A1,A2,A3,A4,A5,A6,C1,C2,C3,C4,C5,C6,N,E,O,A,C,Internal,PowerfulOthers,Chance,
48,Medium_High,Medium_Low,High,High,High,High,Low,Low,Low,Medium_Low,Medium_Low,Low,High,Medium_High,Medium_High,Medium_High,High,High,Low,Low,Medium_Low,Medium_High,Low,Low,Medium_Low,Low,High,Low,Low,Medium_High,High,Low,High,Low,Low,Medium_High,Medium_High,Medium_High,
62,Medium_High,Medium_Low,Medium_Low,Low,High,Low,High,Low,High,High,Low,High,Medium_Low,Medium_Low,Medium_Low,High,Medium_High,High,High,Medium_Low,Medium_Low,Medium_Low,Medium_Low,Medium_High,Medium_High,High,High,High,High,Medium_High,Medium_Low,High,Medium_High,Medium_High,High,High,Medium_Low,Medium_Low,
67,Medium_Low,Medium_Low,Low,Low,High,Medium_High,High,High,Medium_High,Medium_Low,High,High,High,Medium_Low,High,High,High,High,Medium_High,Low,Low,Medium_Low,Low,Low,Medium_Low,Low,Low,Low,Low,Low,Medium_Low,High,High,Low,Low,Medium_High,Medium_Low,Medium_Low,
69,High,Low,High,Medium_Low,High,High,High,High,Low,High,High,High,Medium_Low,Medium_High,High,Low,Medium_High,High,High,High,High,Medium_High,High,Low,Medium_Low,Low,Medium_High,Medium_High,Low,Low,Medium_High,High,Medium_High,High,Low,High,Low,Medium_Low,
70,Medium_Low,High,High,High,High,Medium_Low,High,High,High,Medium_High,Low,High,High,High,High,High,High,High,Low,High,High,High,Medium_Low,Medium_High,High,Medium_High,High,High,High,Low,Medium_High,Medium_High,High,Medium_High,High,High,Low,Medium_Low,
76,High,Medium_Low,High,High,Medium_High,High,High,Medium_High,High,High,High,High,High,Medium_Low,High,Medium_High,Medium_Low,High,Medium_High,Medium_High,High,Medium_Low,Medium_High,High,High,Medium_High,High,High,High,High,High,High,High,High,High,High,Medium_Low,Medium_Low,
78,Low,Low,Low,Low,Low,Low,Medium_Low,Medium_High,High,High,High,High,High,High,High,High,High,High,Medium_High,High,High,High,Medium_High,Medium_High,High,Medium_High,High,High,High,Medium_High,Low,High,High,High,High,High,Medium_Low,Low,
82,Low,Low,High,Low,Low,Medium_High,High,Low,Medium_High,High,Low,High,High,Medium_Low,High,Medium_High,High,High,Low,Low,High,Low,Medium_High,Low,Medium_Low,Low,High,Low,Medium_High,Low,Low,Medium_High,High,Low,Low,Medium_High,Medium_Low,Medium_Low,
83,Medium_Low,Medium_High,High,High,High,High,High,High,High,Low,High,High,High,Low,High,Low,High,High,High,Medium_High,High,Low,Low,High,High,Low,Low,Low,Low,Low,High,High,Medium_High,Medium_High,Low,High,Low,Medium_Low,
84,Medium_Low,High,Medium_Low,Medium_Low,High,Low,Medium_High,Low,High,Medium_Low,Low,Medium_Low,Low,Medium_Low,Low,Low,Medium_Low,High,High,Medium_High,High,Medium_High,High,High,High,Low,High,High,High,High,Medium_Low,Medium_Low,Low,High,High,Medium_Low,High,Medium_High,
87,Medium_High,Medium_Low,Medium_High,Low,Medium_High,Medium_High,High,High,High,Medium_High,High,High,High,Medium_High,High,Low,Medium_Low,High,Medium_High,Medium_High,High,Medium_Low,Low,Medium_Low,High,Low,Medium_Low,High,Low,High,Medium_Low,High,High,Medium_Low,Medium_Low,Medium_High,Low,Medium_Low,
88,High,Medium_High,High,High,High,High,Medium_Low,Low,Low,Medium_High,Medium_High,High,High,Medium_Low,High,High,High,High,Medium_Low,High,High,Low,High,High,Medium_Low,High,Medium_High,Medium_Low,Medium_High,Low,High,Medium_Low,High,High,Medium_Low,Medium_Low,Medium_Low,Medium_Low,
91,Low,Low,Low,Low,Low,Medium_High,Medium_High,Medium_High,Medium_High,Low,Medium_High,Low,Medium_Low,Low,Medium_Low,Medium_Low,High,High,Medium_Low,High,Low,Low,Low,Medium_High,High,High,High,Medium_Low,Medium_High,Medium_Low,Low,Medium_Low,Medium_Low,Medium_Low,Medium_High,High,Medium_Low,Medium_High,
100,Medium_Low,Medium_Low,Medium_Low,Medium_High,Low,Low,Medium_Low,Low,Medium_Low,Low,Low,Medium_High,Low,Medium_High,Medium_Low,Low,Medium_Low,Medium_High,Low,High,Medium_Low,Medium_High,Medium_High,Medium_Low,High,High,Medium_Low,Medium_Low,High,High,Medium_Low,Low,Medium_Low,Medium_Low,High,Medium_High,Medium_Low,Medium_Low,
102,High,Medium_High,High,High,High,High,Medium_High,Low,Low,Low,Low,Low,High,Medium_High,Medium_Low,Low,Medium_High,High,Low,Medium_High,High,Medium_High,Medium_Low,High,Medium_High,Medium_Low,Medium_Low,High,Medium_Low,Medium_High,High,Low,High,Medium_High,Medium_Low,High,Medium_Low,Medium_Low,
103,Low,High,Low,Medium_Low,Medium_Low,Low,Medium_High,Medium_Low,High,Low,Low,Low,Medium_Low,Medium_Low,Low,Low,High,Medium_Low,High,High,Medium_Low,Medium_High,Low,Medium_High,High,Medium_Low,High,High,Medium_High,Low,Low,Medium_Low,Medium_Low,Medium_High,Medium_High,High,Medium_Low,Medium_Low,
107,Low,Low,Low,Low,Medium_High,Medium_Low,High,High,High,High,High,High,High,Medium_Low,Low,Medium_Low,Medium_High,High,Medium_High,High,Low,Medium_Low,Medium_Low,Low,Medium_High,Medium_Low,Low,Low,High,Medium_Low,Low,High,Medium_Low,Medium_Low,Medium_Low,High,Low,Medium_Low,
109,Medium_Low,High,Medium_High,High,High,Low,Low,Low,High,Medium_High,High,High,High,High,High,Low,High,High,Medium_Low,High,Low,Low,High,Medium_High,High,Medium_Low,Medium_High,High,Low,Low,Medium_High,Medium_Low,High,Medium_High,Medium_High,High,Low,Low,
110,High,Medium_High,High,High,High,High,Low,Low,Low,Medium_High,High,High,High,Medium_High,High,High,High,High,Medium_Low,Low,Medium_High,Low,High,High,Low,Medium_Low,Low,High,Medium_Low,Low,High,Medium_Low,High,Medium_Low,Low,Medium_Low,Low,Medium_High,
111,Medium_Low,Medium_Low,Medium_High,Medium_High,High,Medium_High,Medium_Low,Low,Medium_High,Low,High,High,High,High,High,High,High,High,High,Medium_High,Medium_High,Low,Medium_High,High,Medium_High,Low,Medium_High,Medium_High,Medium_Low,Medium_High,Medium_High,Medium_Low,High,Medium_High,Medium_Low,Medium_High,Medium_Low,Medium_Low,
112,Medium_High,High,High,High,High,High,Medium_High,Medium_High,Medium_High,Medium_High,High,High,High,Low,Low,High,Medium_High,High,Medium_High,Low,Medium_High,Low,Medium_High,Low,Medium_Low,High,Medium_High,High,Medium_High,Low,High,High,Medium_Low,Medium_Low,Medium_High,High,Medium_High,Medium_Low,
113,Low,Low,Low,Low,Medium_Low,Medium_Low,Low,Low,Medium_High,Medium_Low,High,Low,High,Medium_Low,High,High,High,High,High,Low,Low,Low,Low,High,High,Medium_High,Medium_Low,High,Medium_Low,Low,Low,Low,High,Medium_Low,Medium_High,High,Medium_Low,Medium_Low,
114,Low,High,Low,Medium_Low,High,Low,High,High,High,Medium_High,High,High,Medium_High,High,High,High,High,High,High,Medium_Low,High,Medium_Low,Medium_Low,High,High,Medium_High,High,High,High,High,Medium_Low,High,High,Medium_High,High,High,Medium_Low,Medium_Low,
116,High,Medium_High,Medium_Low,High,High,High,High,High,Medium_Low,Medium_Low,Medium_High,Medium_High,Low,Low,Medium_High,Medium_High,Low,High,Low,High,Medium_High,Low,Medium_High,Low,High,Medium_High,High,Medium_High,Medium_High,High,High,High,Medium_Low,Medium_Low,High,Medium_High,Medium_High,Medium_Low,
117,High,High,High,High,High,High,High,High,Low,Medium_Low,High,High,High,Low,High,High,High,High,High,High,High,Medium_High,High,High,Medium_Low,Medium_Low,Medium_High,Medium_Low,Low,Low,High,High,High,High,Medium_Low,Medium_High,Medium_Low,Medium_Low,
118,Low,Low,High,Medium_High,High,Medium_Low,Low,Low,Low,Low,High,High,High,Low,Low,High,High,High,High,High,High,Medium_Low,High,High,Medium_Low,High,High,Low,Low,Low,Medium_Low,Low,Medium_High,High,Medium_Low,High,Medium_Low,Medium_High,
119,High,High,High,High,Medium_High,High,Medium_High,Medium_Low,Medium_High,Low,Medium_High,Medium_High,Medium_High,Low,Medium_Low,Medium_Low,Low,Medium_High,Medium_High,Low,Medium_High,Low,Medium_Low,Medium_Low,Medium_High,Medium_High,Low,Low,Low,Medium_High,High,Medium_High,Medium_Low,Low,Low,High,Medium_Low,Medium_Low,
120,Medium_Low,Low,High,High,Medium_Low,High,High,Medium_High,Low,Low,Medium_High,High,High,High,High,Medium_Low,High,High,High,Medium_High,High,Medium_High,High,High,Low,Low,Low,Low,Low,Low,High,Medium_High,High,High,Low,High,Medium_Low,Medium_Low,
124,High,Medium_High,Low,Medium_Low,High,Medium_Low,Medium_Low,Low,Medium_High,Medium_High,Medium_Low,High,Medium_Low,High,High,Medium_Low,High,High,Medium_High,Medium_High,Low,Medium_High,Medium_High,High,High,High,High,High,High,High,Medium_Low,Medium_Low,High,Medium_Low,High,Medium_Low,Medium_Low,Low,
127,Medium_Low,Low,High,High,High,Medium_Low,Medium_High,Low,Low,Low,Medium_High,Medium_Low,High,Low,High,High,Low,High,Medium_Low,Medium_Low,Low,Medium_Low,High,High,Low,Medium_Low,Low,Low,Low,Low,Medium_High,Low,Medium_Low,Medium_High,Low,Medium_Low,Medium_Low,Medium_Low,
129,Low,Medium_Low,Low,Medium_Low,Medium_Low,Medium_Low,Medium_Low,Low,Medium_High,Medium_Low,High,High,Medium_High,High,High,High,High,High,Low,Low,Medium_Low,Medium_Low,Medium_High,Low,High,Medium_Low,High,High,Medium_Low,Medium_High,Low,Medium_High,High,Low,Medium_High,High,Low,Medium_Low,
132,High,Medium_High,Medium_Low,Medium_Low,High,Medium_High,High,High,Medium_High,Low,Medium_High,High,High,Low,High,Low,Low,High,Low,Medium_Low,Medium_Low,Low,Medium_High,Medium_High,Medium_Low,Medium_High,Medium_High,Medium_High,Low,High,Medium_High,High,Medium_Low,Medium_Low,Medium_Low,Medium_High,Medium_Low,Medium_Low,
133,Medium_Low,High,Low,Low,High,Medium_Low,High,High,High,High,High,High,Medium_High,Medium_Low,High,Medium_High,High,High,Low,Medium_High,Medium_Low,Low,Medium_High,Medium_Low,High,Medium_High,Medium_High,High,Medium_Low,Medium_Low,Medium_Low,High,Medium_High,Medium_Low,Medium_High,High,Medium_Low,Low,
134,Medium_High,Low,High,High,Medium_Low,Low,Medium_Low,Low,Low,Low,Low,Medium_High,High,High,Low,Medium_High,High,High,High,High,High,High,High,High,High,Medium_High,High,Medium_Low,High,High,Medium_Low,Low,High,High,High,High,Low,Low,
135,Low,High,Low,Medium_High,Low,Medium_Low,Medium_Low,Medium_High,High,High,Medium_High,High,High,High,High,Low,High,Medium_High,Low,Low,Low,Low,Low,Low,Medium_High,Low,Medium_High,Medium_Low,High,Low,Medium_Low,High,High,Low,Low,High,Medium_High,Medium_High,
136,Medium_Low,Low,Low,Medium_High,Medium_Low,Low,High,High,High,Medium_High,High,High,Medium_High,Medium_Low,High,Medium_Low,High,High,High,Medium_Low,Medium_Low,Low,Medium_Low,Medium_High,High,High,High,High,High,High,Low,High,Medium_High,Medium_Low,High,High,Low,Medium_Low,
141,Medium_High,Medium_Low,High,High,High,Medium_High,High,Medium_High,Medium_High,High,High,High,Medium_High,High,High,Medium_High,High,High,Medium_High,Medium_Low,High,Medium_High,Medium_High,Medium_Low,Medium_High,Low,Medium_Low,High,Low,High,High,High,High,Medium_High,Medium_Low,High,High,Medium_Low,
142,Medium_High,Low,Medium_Low,Low,Low,Low,High,Low,High,Low,Low,Low,High,Medium_Low,Low,Medium_Low,High,High,Medium_Low,High,High,High,Medium_Low,Medium_Low,Medium_Low,Medium_High,Medium_High,High,High,High,Low,Low,High,High,High,Medium_Low,Low,Medium_Low,
143,High,Medium_High,Medium_High,High,High,Medium_High,High,Medium_Low,High,Medium_High,High,High,High,Low,High,Low,High,High,Low,Low,High,Low,Low,Low,High,High,Medium_High,High,Medium_Low,Low,High,High,Medium_Low,Low,High,High,Medium_Low,Medium_Low,
144,Low,Low,Medium_Low,Medium_Low,Medium_High,Low,Low,Low,Medium_Low,Low,High,Medium_High,Medium_High,Low,Medium_Low,Medium_Low,Medium_High,High,Medium_High,Medium_Low,Low,Medium_High,Low,Medium_High,High,Low,Medium_Low,Medium_Low,Low,Medium_High,Low,Low,Medium_Low,Medium_Low,Medium_Low,High,Medium_Low,Medium_Low,
145,Medium_Low,High,Medium_High,High,High,Medium_High,High,Medium_High,High,High,High,High,High,Medium_High,High,Medium_Low,High,High,Medium_Low,Low,Medium_High,Medium_Low,Low,Medium_Low,Medium_High,Medium_Low,Low,Medium_Low,Low,Medium_Low,Medium_High,High,High,Medium_Low,Medium_Low,High,Medium_Low,Medium_High,
146,Low,Low,Low,Medium_Low,High,Low,High,Medium_High,High,Low,High,High,High,High,High,Low,High,High,Low,Low,High,Low,Low,Low,Medium_High,Medium_High,Medium_Low,Low,Medium_Low,Low,Low,High,High,Low,Medium_Low,High,Low,Medium_Low,
147,High,High,High,High,Medium_High,High,High,Low,Low,Low,Low,High,High,Low,Low,Medium_Low,High,High,Medium_High,Medium_High,Medium_Low,High,High,Medium_High,Low,Medium_Low,Low,Medium_Low,Low,High,High,Low,Medium_High,High,Medium_Low,Medium_High,Medium_Low,Medium_High,
148,Low,Low,Low,Low,High,Low,High,Low,High,High,Medium_High,High,High,High,High,High,High,High,Medium_High,Low,Medium_Low,Medium_High,Medium_Low,High,Medium_High,Medium_Low,Medium_Low,High,Low,Medium_Low,Low,Medium_High,High,Medium_High,Medium_High,High,Medium_Low,Medium_Low,
149,Medium_High,Low,Medium_Low,Medium_Low,Low,Low,Medium_Low,Low,Medium_Low,Medium_Low,Low,Medium_Low,Medium_High,Medium_High,Medium_High,High,Medium_High,High,High,High,Medium_Low,Medium_High,Medium_High,Low,Medium_High,Medium_High,High,Low,Medium_High,High,Low,Low,High,High,High,Medium_High,Medium_Low,Medium_Low,
150,Medium_High,Medium_High,High,High,High,Medium_High,Low,Medium_Low,Medium_Low,Medium_Low,Medium_Low,Low,Medium_Low,Low,Medium_Low,Low,Low,Medium_Low,Medium_High,High,Medium_Low,Medium_Low,High,Medium_Low,Low,Low,Medium_High,Medium_Low,Low,Medium_Low,High,Low,Low,Medium_High,Low,Medium_High,Medium_Low,Medium_Low,
151,Low,Medium_Low,Medium_Low,Low,Medium_High,Medium_Low,Low,Medium_Low,Low,Low,High,Low,High,Low,Low,Medium_Low,Medium_Low,High,Low,Medium_Low,Medium_Low,Medium_High,Medium_High,High,Medium_High,Low,Low,Low,Medium_Low,Low,Low,Low,Medium_High,Medium_Low,Low,High,Medium_Low,Medium_High,
153,High,Medium_Low,High,High,High,High,Medium_High,Low,Low,Low,Low,High,High,Medium_Low,Low,Low,Medium_Low,High,Medium_High,Medium_High,Medium_Low,Medium_High,Medium_High,Low,Medium_Low,High,Medium_Low,Low,Low,Low,High,Low,Medium_High,Medium_High,Medium_Low,High,Medium_Low,Medium_Low,
156,Medium_Low,Medium_High,High,High,High,High,High,Medium_High,Low,Medium_Low,Medium_High,Medium_Low,Medium_Low,Low,Low,High,High,High,Medium_High,High,Medium_High,Medium_Low,High,High,Low,Low,Medium_Low,Medium_Low,Low,Low,High,Medium_Low,Medium_High,High,Medium_Low,Medium_High,Medium_Low,Medium_High,
157,Medium_High,Low,Medium_Low,Medium_High,Low,Medium_High,High,Medium_High,Medium_High,Medium_Low,Medium_Low,High,Medium_Low,High,High,High,High,High,High,Medium_Low,Medium_High,High,High,Medium_High,Medium_High,High,High,High,High,High,Medium_Low,High,High,High,High,High,Low,Low,
158,Medium_High,Medium_Low,Medium_Low,Medium_High,Low,High,Low,Low,High,Low,Low,Medium_High,High,Medium_Low,Low,High,Medium_Low,High,Low,Medium_High,Low,Medium_High,Low,Low,Low,Medium_High,Low,Low,Medium_High,Low,Medium_High,Low,Medium_High,Low,Low,High,High,Medium_Low,
164,Low,High,Medium_High,Medium_Low,Low,High,Medium_High,High,Medium_Low,High,Medium_High,Low,Medium_Low,Low,Low,Low,Low,High,High,Medium_High,Medium_Low,Medium_High,Medium_High,Low,High,Low,Medium_High,Medium_Low,Medium_High,High,Medium_Low,Medium_Low,Low,Medium_Low,Medium_High,Medium_High,Medium_Low,Medium_High,
165,Low,Medium_Low,Medium_High,Medium_Low,High,Medium_Low,Low,Medium_Low,Low,Low,Low,Low,Low,Low,Low,Low,Medium_High,High,Medium_High,Medium_High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Medium_High,Medium_Low,Medium_Low,
166,Low,Medium_Low,Low,Low,Medium_High,Low,High,High,High,High,High,High,High,High,High,Medium_High,High,High,High,Low,High,Medium_Low,Low,Medium_Low,High,Medium_High,High,High,High,Medium_High,Low,High,High,Medium_Low,High,High,Medium_Low,Low,
167,Low,High,Low,Medium_Low,Low,Medium_Low,Medium_High,Low,Medium_High,Medium_Low,Medium_High,Medium_High,Medium_Low,Low,Low,High,Medium_High,Medium_High,High,High,Medium_High,Medium_Low,Medium_High,Medium_Low,Medium_High,Low,Low,Low,Medium_High,Medium_High,Low,Medium_Low,Medium_Low,Medium_High,Low,Medium_High,Low,Low,
168,Medium_High,Low,Medium_Low,Medium_Low,High,Medium_Low,Medium_High,Low,High,High,High,High,High,Medium_Low,High,Low,High,High,High,Medium_High,Low,High,Medium_Low,Low,High,High,High,High,High,High,Medium_Low,High,High,Medium_High,High,Medium_High,Low,Medium_Low,
