playerId,N1,N2,N3,N4,N5,N6,E1,E2,E3,E4,E5,E6,O1,O2,O3,O4,O5,O6,A1,A2,A3,A4,A5,A6,C1,C2,C3,C4,C5,C6,N,E,O,A,C,Internal,PowerfulOthers,Chance,ScoreSystem,gives,takes,who,what
18,Medium,Medium,High,High,Medium,High,Low,Medium,Low,Low,Low,Low,Medium,Low,Low,Low,High,High,Medium,High,High,Medium,High,Medium,Low,Low,Medium,Low,Low,Low,High,Low,Medium,High,Low,Medium,Medium,Medium,B,1.714285714,2.285714286,6,6
18,Medium,Medium,High,High,Medium,High,Low,Medium,Low,Low,Low,Low,Medium,Low,Low,Low,High,High,Medium,High,High,Medium,High,Medium,Low,Low,Medium,Low,Low,Low,High,Low,Medium,High,Low,Medium,Medium,Medium,C,1.285714286,2.714285714,4,6
18,Medium,Medium,High,High,Medium,High,Low,Medium,Low,Low,Low,Low,Medium,Low,Low,Low,High,High,Medium,High,High,Medium,High,Medium,Low,Low,Medium,Low,Low,Low,High,Low,Medium,High,Low,Medium,Medium,Medium,D,3.285714286,0.7142857143000001,4,5
24,High,Low,High,High,Medium,High,High,Low,Medium,Medium,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,High,Medium,Medium,High,Medium,High,High,High,Medium,Medium,Medium,Medium,A,0.2857142857,3.714285714,3,7
24,High,Low,High,High,Medium,High,High,Low,Medium,Medium,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,High,Medium,Medium,High,Medium,High,High,High,Medium,Medium,Medium,Medium,B,0.14285714289999998,3.857142857,1,4
24,High,Low,High,High,Medium,High,High,Low,Medium,Medium,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,High,Medium,Medium,High,Medium,High,High,High,Medium,Medium,Medium,Medium,C,1.285714286,2.714285714,1,4
24,High,Low,High,High,Medium,High,High,Low,Medium,Medium,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,High,Medium,Medium,High,Medium,High,High,High,Medium,Medium,Medium,Medium,D,3.428571429,0.5714285714,7,1
31,Medium,Medium,High,High,Medium,Medium,Low,Low,High,Low,High,Medium,High,Medium,High,Medium,High,High,Low,Low,Medium,Low,High,Medium,Medium,Low,Low,Low,Low,Medium,Medium,Medium,High,Low,Low,Medium,Medium,Medium,A,0.42857142859999997,3.571428571,1,6
31,Medium,Medium,High,High,Medium,Medium,Low,Low,High,Low,High,Medium,High,Medium,High,Medium,High,High,Low,Low,Medium,Low,High,Medium,Medium,Low,Low,Low,Low,Medium,Medium,Medium,High,Low,Low,Medium,Medium,Medium,B,0.42857142859999997,3.571428571,1,2
31,Medium,Medium,High,High,Medium,Medium,Low,Low,High,Low,High,Medium,High,Medium,High,Medium,High,High,Low,Low,Medium,Low,High,Medium,Medium,Low,Low,Low,Low,Medium,Medium,Medium,High,Low,Low,Medium,Medium,Medium,C,1.714285714,2.285714286,3,5
31,Medium,Medium,High,High,Medium,Medium,Low,Low,High,Low,High,Medium,High,Medium,High,Medium,High,High,Low,Low,Medium,Low,High,Medium,Medium,Low,Low,Low,Low,Medium,Medium,Medium,High,Low,Low,Medium,Medium,Medium,D,3.142857143,0.8571428570999999,1,4
33,Low,Low,Low,Low,Low,Low,High,Low,High,Medium,Low,High,Medium,Low,High,High,High,High,High,High,High,High,High,High,Medium,Low,High,Medium,High,High,Low,Medium,High,High,High,High,Medium,Low,A,0.14285714289999998,3.857142857,1,7
33,Low,Low,Low,Low,Low,Low,High,Low,High,Medium,Low,High,Medium,Low,High,High,High,High,High,High,High,High,High,High,Medium,Low,High,Medium,High,High,Low,Medium,High,High,High,High,Medium,Low,B,0.14285714289999998,3.857142857,5,2
33,Low,Low,Low,Low,Low,Low,High,Low,High,Medium,Low,High,Medium,Low,High,High,High,High,High,High,High,High,High,High,Medium,Low,High,Medium,High,High,Low,Medium,High,High,High,High,Medium,Low,C,0.14285714289999998,3.857142857,6,4
33,Low,Low,Low,Low,Low,Low,High,Low,High,Medium,Low,High,Medium,Low,High,High,High,High,High,High,High,High,High,High,Medium,Low,High,Medium,High,High,Low,Medium,High,High,High,High,Medium,Low,D,3.857142857,0.14285714289999998,7,1
34,High,High,Medium,Medium,High,High,Low,Low,Low,Medium,Medium,Medium,High,Medium,High,High,Medium,High,Low,High,Medium,Medium,High,Low,Medium,Low,Medium,High,Low,Medium,High,Low,High,Medium,Low,Medium,Medium,Medium,A,0.5714285714,3.428571429,1,6
34,High,High,Medium,Medium,High,High,Low,Low,Low,Medium,Medium,Medium,High,Medium,High,High,Medium,High,Low,High,Medium,Medium,High,Low,Medium,Low,Medium,High,Low,Medium,High,Low,High,Medium,Low,Medium,Medium,Medium,B,0.14285714289999998,3.857142857,1,5
34,High,High,Medium,Medium,High,High,Low,Low,Low,Medium,Medium,Medium,High,Medium,High,High,Medium,High,Low,High,Medium,Medium,High,Low,Medium,Low,Medium,High,Low,Medium,High,Low,High,Medium,Low,Medium,Medium,Medium,C,0.2857142857,3.714285714,2,3
34,High,High,Medium,Medium,High,High,Low,Low,Low,Medium,Medium,Medium,High,Medium,High,High,Medium,High,Low,High,Medium,Medium,High,Low,Medium,Low,Medium,High,Low,Medium,High,Low,High,Medium,Low,Medium,Medium,Medium,D,4.0,0.0,7,1
46,High,Medium,Medium,Medium,Low,Low,Low,Low,Medium,Medium,Low,Medium,Medium,High,Medium,Low,High,Medium,Low,High,Low,Medium,High,Low,High,High,High,Medium,High,High,Medium,Low,Medium,Medium,High,High,Medium,Medium,A,0.2857142857,3.714285714,1,7
46,High,Medium,Medium,Medium,Low,Low,Low,Low,Medium,Medium,Low,Medium,Medium,High,Medium,Low,High,Medium,Low,High,Low,Medium,High,Low,High,High,High,Medium,High,High,Medium,Low,Medium,Medium,High,High,Medium,Medium,B,0.8571428570999999,3.142857143,3,5
46,High,Medium,Medium,Medium,Low,Low,Low,Low,Medium,Medium,Low,Medium,Medium,High,Medium,Low,High,Medium,Low,High,Low,Medium,High,Low,High,High,High,Medium,High,High,Medium,Low,Medium,Medium,High,High,Medium,Medium,C,0.5714285714,3.428571429,2,5
46,High,Medium,Medium,Medium,Low,Low,Low,Low,Medium,Medium,Low,Medium,Medium,High,Medium,Low,High,Medium,Low,High,Low,Medium,High,Low,High,High,High,Medium,High,High,Medium,Low,Medium,Medium,High,High,Medium,Medium,D,3.857142857,0.14285714289999998,7,1
47,Medium,High,High,Medium,Medium,Medium,Low,Medium,Medium,Low,Medium,High,High,High,High,High,High,High,Medium,Medium,Low,Low,Medium,High,Low,Medium,Medium,Low,Low,Medium,Medium,Medium,High,Medium,Low,High,Medium,Medium,A,0.0,4.0,4,5
47,Medium,High,High,Medium,Medium,Medium,Low,Medium,Medium,Low,Medium,High,High,High,High,High,High,High,Medium,Medium,Low,Low,Medium,High,Low,Medium,Medium,Low,Low,Medium,Medium,Medium,High,Medium,Low,High,Medium,Medium,B,0.0,4.0,4,2
47,Medium,High,High,Medium,Medium,Medium,Low,Medium,Medium,Low,Medium,High,High,High,High,High,High,High,Medium,Medium,Low,Low,Medium,High,Low,Medium,Medium,Low,Low,Medium,Medium,Medium,High,Medium,Low,High,Medium,Medium,C,0.0,4.0,4,1
47,Medium,High,High,Medium,Medium,Medium,Low,Medium,Medium,Low,Medium,High,High,High,High,High,High,High,Medium,Medium,Low,Low,Medium,High,Low,Medium,Medium,Low,Low,Medium,Medium,Medium,High,Medium,Low,High,Medium,Medium,D,3.0,1.0,4,3
48,Medium,Medium,High,High,High,High,Low,Low,Low,Medium,Medium,Low,High,Medium,Medium,Medium,High,High,Low,Low,Medium,Medium,Low,Low,Medium,Low,High,Low,Low,Medium,High,Low,High,Low,Low,Medium,Medium,Medium,A,0.42857142859999997,3.571428571,1,6
48,Medium,Medium,High,High,High,High,Low,Low,Low,Medium,Medium,Low,High,Medium,Medium,Medium,High,High,Low,Low,Medium,Medium,Low,Low,Medium,Low,High,Low,Low,Medium,High,Low,High,Low,Low,Medium,Medium,Medium,B,0.14285714289999998,3.857142857,1,5
48,Medium,Medium,High,High,High,High,Low,Low,Low,Medium,Medium,Low,High,Medium,Medium,Medium,High,High,Low,Low,Medium,Medium,Low,Low,Medium,Low,High,Low,Low,Medium,High,Low,High,Low,Low,Medium,Medium,Medium,C,0.2857142857,3.714285714,2,3
48,Medium,Medium,High,High,High,High,Low,Low,Low,Medium,Medium,Low,High,Medium,Medium,Medium,High,High,Low,Low,Medium,Medium,Low,Low,Medium,Low,High,Low,Low,Medium,High,Low,High,Low,Low,Medium,Medium,Medium,D,3.857142857,0.14285714289999998,7,1
62,Medium,Medium,Medium,Low,Medium,Low,High,Low,High,High,Low,High,Medium,Medium,Medium,High,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,High,Medium,Medium,High,Medium,Medium,High,High,Medium,Medium,A,0.14285714289999998,3.857142857,2,5
62,Medium,Medium,Medium,Low,Medium,Low,High,Low,High,High,Low,High,Medium,Medium,Medium,High,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,High,Medium,Medium,High,Medium,Medium,High,High,Medium,Medium,B,0.7142857143000001,3.285714286,2,2
62,Medium,Medium,Medium,Low,Medium,Low,High,Low,High,High,Low,High,Medium,Medium,Medium,High,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,High,Medium,Medium,High,Medium,Medium,High,High,Medium,Medium,C,1.142857143,2.857142857,4,2
62,Medium,Medium,Medium,Low,Medium,Low,High,Low,High,High,Low,High,Medium,Medium,Medium,High,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,High,Medium,Medium,High,Medium,Medium,High,High,Medium,Medium,D,3.285714286,0.7142857143000001,7,4
67,Medium,Medium,Low,Low,High,Medium,High,High,Medium,Medium,High,High,High,Medium,High,High,High,High,Medium,Low,Medium,Medium,Low,Low,Medium,Low,Medium,Low,Low,Medium,Medium,High,High,Low,Low,Medium,Medium,Medium,A,0.14285714289999998,3.857142857,6,7
67,Medium,Medium,Low,Low,High,Medium,High,High,Medium,Medium,High,High,High,Medium,High,High,High,High,Medium,Low,Medium,Medium,Low,Low,Medium,Low,Medium,Low,Low,Medium,Medium,High,High,Low,Low,Medium,Medium,Medium,B,0.2857142857,3.714285714,3,4
67,Medium,Medium,Low,Low,High,Medium,High,High,Medium,Medium,High,High,High,Medium,High,High,High,High,Medium,Low,Medium,Medium,Low,Low,Medium,Low,Medium,Low,Low,Medium,Medium,High,High,Low,Low,Medium,Medium,Medium,C,1.0,3.0,5,5
67,Medium,Medium,Low,Low,High,Medium,High,High,Medium,Medium,High,High,High,Medium,High,High,High,High,Medium,Low,Medium,Medium,Low,Low,Medium,Low,Medium,Low,Low,Medium,Medium,High,High,Low,Low,Medium,Medium,Medium,D,3.428571429,0.5714285714,3,1
69,High,Low,High,Medium,High,High,High,High,Low,High,High,High,Medium,Medium,High,Low,Medium,High,High,High,High,Medium,High,Low,Medium,Low,Medium,Medium,Low,Low,Medium,High,Medium,High,Low,High,Low,Medium,A,0.8571428570999999,3.142857143,2,2
69,High,Low,High,Medium,High,High,High,High,Low,High,High,High,Medium,Medium,High,Low,Medium,High,High,High,High,Medium,High,Low,Medium,Low,Medium,Medium,Low,Low,Medium,High,Medium,High,Low,High,Low,Medium,B,1.142857143,2.857142857,2,4
69,High,Low,High,Medium,High,High,High,High,Low,High,High,High,Medium,Medium,High,Low,Medium,High,High,High,High,Medium,High,Low,Medium,Low,Medium,Medium,Low,Low,Medium,High,Medium,High,Low,High,Low,Medium,C,1.571428571,2.4285714290000002,2,3
69,High,Low,High,Medium,High,High,High,High,Low,High,High,High,Medium,Medium,High,Low,Medium,High,High,High,High,Medium,High,Low,Medium,Low,Medium,Medium,Low,Low,Medium,High,Medium,High,Low,High,Low,Medium,D,3.285714286,0.7142857143000001,2,2
70,Medium,High,High,Medium,Medium,Medium,Medium,High,High,Medium,Low,High,High,High,Medium,High,High,High,Low,High,High,High,Medium,Medium,High,High,High,High,High,Medium,Medium,Medium,High,Medium,High,Medium,Low,Medium,A,0.14285714289999998,3.857142857,3,7
70,Medium,High,High,Medium,Medium,Medium,Medium,High,High,Medium,Low,High,High,High,Medium,High,High,High,Low,High,High,High,Medium,Medium,High,High,High,High,High,Medium,Medium,Medium,High,Medium,High,Medium,Low,Medium,B,0.2857142857,3.714285714,2,4
70,Medium,High,High,Medium,Medium,Medium,Medium,High,High,Medium,Low,High,High,High,Medium,High,High,High,Low,High,High,High,Medium,Medium,High,High,High,High,High,Medium,Medium,Medium,High,Medium,High,Medium,Low,Medium,C,1.142857143,2.857142857,4,4
70,Medium,High,High,Medium,Medium,Medium,Medium,High,High,Medium,Low,High,High,High,Medium,High,High,High,Low,High,High,High,Medium,Medium,High,High,High,High,High,Medium,Medium,Medium,High,Medium,High,Medium,Low,Medium,D,3.571428571,0.42857142859999997,6,1
76,High,Medium,High,High,Medium,High,High,Medium,High,High,High,High,High,Medium,High,Medium,Medium,High,Medium,Medium,High,Medium,Medium,High,High,Medium,High,High,High,High,High,High,High,High,High,High,Medium,Medium,A,0.7142857143000001,3.285714286,2,4
76,High,Medium,High,High,Medium,High,High,Medium,High,High,High,High,High,Medium,High,Medium,Medium,High,Medium,Medium,High,Medium,Medium,High,High,Medium,High,High,High,High,High,High,High,High,High,High,Medium,Medium,B,0.8571428570999999,3.142857143,5,5
76,High,Medium,High,High,Medium,High,High,Medium,High,High,High,High,High,Medium,High,Medium,Medium,High,Medium,Medium,High,Medium,Medium,High,High,Medium,High,High,High,High,High,High,High,High,High,High,Medium,Medium,C,1.571428571,2.4285714290000002,4,2
76,High,Medium,High,High,Medium,High,High,Medium,High,High,High,High,High,Medium,High,Medium,Medium,High,Medium,Medium,High,Medium,Medium,High,High,Medium,High,High,High,High,High,High,High,High,High,High,Medium,Medium,D,3.571428571,0.42857142859999997,6,6
78,Low,Low,Low,Low,Low,Low,Medium,Medium,High,High,High,High,High,High,High,High,High,High,Medium,High,High,High,Medium,Medium,High,Medium,High,High,High,Medium,Low,High,High,High,High,Medium,Medium,Low,A,0.14285714289999998,3.857142857,1,7
78,Low,Low,Low,Low,Low,Low,Medium,Medium,High,High,High,High,High,High,High,High,High,High,Medium,High,High,High,Medium,Medium,High,Medium,High,High,High,Medium,Low,High,High,High,High,Medium,Medium,Low,B,0.8571428570999999,3.142857143,4,7
78,Low,Low,Low,Low,Low,Low,Medium,Medium,High,High,High,High,High,High,High,High,High,High,Medium,High,High,High,Medium,Medium,High,Medium,High,High,High,Medium,Low,High,High,High,High,Medium,Medium,Low,C,1.142857143,2.857142857,3,2
78,Low,Low,Low,Low,Low,Low,Medium,Medium,High,High,High,High,High,High,High,High,High,High,Medium,High,High,High,Medium,Medium,High,Medium,High,High,High,Medium,Low,High,High,High,High,Medium,Medium,Low,D,3.571428571,0.42857142859999997,7,5
82,Low,Low,High,Low,Low,Medium,High,Low,Medium,High,Low,High,High,Medium,High,Medium,High,High,Low,Low,High,Low,Medium,Low,Medium,Low,High,Low,Medium,Low,Low,Medium,High,Low,Low,Medium,Medium,Medium,A,1.571428571,2.4285714290000002,4,6
82,Low,Low,High,Low,Low,Medium,High,Low,Medium,High,Low,High,High,Medium,High,Medium,High,High,Low,Low,High,Low,Medium,Low,Medium,Low,High,Low,Medium,Low,Low,Medium,High,Low,Low,Medium,Medium,Medium,B,1.0,3.0,3,1
82,Low,Low,High,Low,Low,Medium,High,Low,Medium,High,Low,High,High,Medium,High,Medium,High,High,Low,Low,High,Low,Medium,Low,Medium,Low,High,Low,Medium,Low,Low,Medium,High,Low,Low,Medium,Medium,Medium,C,0.14285714289999998,3.857142857,2,1
82,Low,Low,High,Low,Low,Medium,High,Low,Medium,High,Low,High,High,Medium,High,Medium,High,High,Low,Low,High,Low,Medium,Low,Medium,Low,High,Low,Medium,Low,Low,Medium,High,Low,Low,Medium,Medium,Medium,D,3.428571429,0.5714285714,7,1
83,Medium,Medium,High,Medium,High,High,High,Medium,High,Medium,High,High,Medium,Low,Medium,Low,High,High,High,Medium,High,Low,Low,High,High,Low,Medium,Low,Low,Low,High,High,Medium,Medium,Low,High,Low,Medium,A,0.42857142859999997,3.571428571,5,7
83,Medium,Medium,High,Medium,High,High,High,Medium,High,Medium,High,High,Medium,Low,Medium,Low,High,High,High,Medium,High,Low,Low,High,High,Low,Medium,Low,Low,Low,High,High,Medium,Medium,Low,High,Low,Medium,B,0.14285714289999998,3.857142857,1,4
83,Medium,Medium,High,Medium,High,High,High,Medium,High,Medium,High,High,Medium,Low,Medium,Low,High,High,High,Medium,High,Low,Low,High,High,Low,Medium,Low,Low,Low,High,High,Medium,Medium,Low,High,Low,Medium,C,1.142857143,2.857142857,3,4
83,Medium,Medium,High,Medium,High,High,High,Medium,High,Medium,High,High,Medium,Low,Medium,Low,High,High,High,Medium,High,Low,Low,High,High,Low,Medium,Low,Low,Low,High,High,Medium,Medium,Low,High,Low,Medium,D,3.571428571,0.42857142859999997,7,4
84,Medium,Medium,Medium,Medium,Medium,Low,Medium,Low,High,Medium,Low,Medium,Low,Medium,Low,Low,Medium,High,High,Medium,High,Medium,High,High,High,Low,High,High,High,High,Medium,Medium,Low,High,High,Medium,High,Medium,A,0.14285714289999998,3.857142857,1,3
84,Medium,Medium,Medium,Medium,Medium,Low,Medium,Low,High,Medium,Low,Medium,Low,Medium,Low,Low,Medium,High,High,Medium,High,Medium,High,High,High,Low,High,High,High,High,Medium,Medium,Low,High,High,Medium,High,Medium,B,0.14285714289999998,3.857142857,1,4
84,Medium,Medium,Medium,Medium,Medium,Low,Medium,Low,High,Medium,Low,Medium,Low,Medium,Low,Low,Medium,High,High,Medium,High,Medium,High,High,High,Low,High,High,High,High,Medium,Medium,Low,High,High,Medium,High,Medium,C,0.7142857143000001,3.285714286,4,1
84,Medium,Medium,Medium,Medium,Medium,Low,Medium,Low,High,Medium,Low,Medium,Low,Medium,Low,Low,Medium,High,High,Medium,High,Medium,High,High,High,Low,High,High,High,High,Medium,Medium,Low,High,High,Medium,High,Medium,D,3.714285714,0.2857142857,7,1
87,Medium,Medium,Medium,Low,Medium,Medium,High,High,High,Medium,High,High,High,Medium,High,Low,Medium,High,Medium,Medium,High,Medium,Low,Medium,High,Low,Medium,High,Low,High,Medium,High,High,Medium,Medium,Medium,Low,Medium,A,0.14285714289999998,3.857142857,1,6
87,Medium,Medium,Medium,Low,Medium,Medium,High,High,High,Medium,High,High,High,Medium,High,Low,Medium,High,Medium,Medium,High,Medium,Low,Medium,High,Low,Medium,High,Low,High,Medium,High,High,Medium,Medium,Medium,Low,Medium,B,0.14285714289999998,3.857142857,1,6
87,Medium,Medium,Medium,Low,Medium,Medium,High,High,High,Medium,High,High,High,Medium,High,Low,Medium,High,Medium,Medium,High,Medium,Low,Medium,High,Low,Medium,High,Low,High,Medium,High,High,Medium,Medium,Medium,Low,Medium,C,0.8571428570999999,3.142857143,4,4
87,Medium,Medium,Medium,Low,Medium,Medium,High,High,High,Medium,High,High,High,Medium,High,Low,Medium,High,Medium,Medium,High,Medium,Low,Medium,High,Low,Medium,High,Low,High,Medium,High,High,Medium,Medium,Medium,Low,Medium,D,3.857142857,0.14285714289999998,7,1
88,High,Medium,High,High,High,High,Medium,Low,Low,Medium,Medium,High,High,Medium,High,High,High,High,Medium,High,High,Low,High,High,Medium,High,Medium,Medium,Medium,Low,High,Medium,High,High,Medium,Medium,Medium,Medium,A,0.0,4.0,1,4
88,High,Medium,High,High,High,High,Medium,Low,Low,Medium,Medium,High,High,Medium,High,High,High,High,Medium,High,High,Low,High,High,Medium,High,Medium,Medium,Medium,Low,High,Medium,High,High,Medium,Medium,Medium,Medium,B,0.0,4.0,4,1
88,High,Medium,High,High,High,High,Medium,Low,Low,Medium,Medium,High,High,Medium,High,High,High,High,Medium,High,High,Low,High,High,Medium,High,Medium,Medium,Medium,Low,High,Medium,High,High,Medium,Medium,Medium,Medium,C,0.14285714289999998,3.857142857,4,1
88,High,Medium,High,High,High,High,Medium,Low,Low,Medium,Medium,High,High,Medium,High,High,High,High,Medium,High,High,Low,High,High,Medium,High,Medium,Medium,Medium,Low,High,Medium,High,High,Medium,Medium,Medium,Medium,D,3.428571429,0.5714285714,1,2
91,Low,Low,Low,Low,Low,Medium,Medium,Medium,Medium,Low,Medium,Medium,Medium,Low,Medium,Medium,High,High,Medium,High,Low,Low,Low,Medium,High,High,High,Medium,Medium,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,A,0.2857142857,3.714285714,5,6
91,Low,Low,Low,Low,Low,Medium,Medium,Medium,Medium,Low,Medium,Medium,Medium,Low,Medium,Medium,High,High,Medium,High,Low,Low,Low,Medium,High,High,High,Medium,Medium,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,B,0.14285714289999998,3.857142857,1,6
91,Low,Low,Low,Low,Low,Medium,Medium,Medium,Medium,Low,Medium,Medium,Medium,Low,Medium,Medium,High,High,Medium,High,Low,Low,Low,Medium,High,High,High,Medium,Medium,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,C,1.142857143,2.857142857,4,4
91,Low,Low,Low,Low,Low,Medium,Medium,Medium,Medium,Low,Medium,Medium,Medium,Low,Medium,Medium,High,High,Medium,High,Low,Low,Low,Medium,High,High,High,Medium,Medium,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,D,3.285714286,0.7142857143000001,1,1
100,Medium,Medium,Medium,Medium,Low,Low,Medium,Low,Medium,Low,Low,Medium,Low,Medium,Medium,Low,Medium,Medium,Low,High,Medium,Medium,Medium,Medium,High,High,Medium,Medium,High,High,Medium,Low,Medium,Medium,High,Medium,Medium,Medium,A,0.14285714289999998,3.714285714,1,3
100,Medium,Medium,Medium,Medium,Low,Low,Medium,Low,Medium,Low,Low,Medium,Low,Medium,Medium,Low,Medium,Medium,Low,High,Medium,Medium,Medium,Medium,High,High,Medium,Medium,High,High,Medium,Low,Medium,Medium,High,Medium,Medium,Medium,B,0.2857142857,3.714285714,1,1
100,Medium,Medium,Medium,Medium,Low,Low,Medium,Low,Medium,Low,Low,Medium,Low,Medium,Medium,Low,Medium,Medium,Low,High,Medium,Medium,Medium,Medium,High,High,Medium,Medium,High,High,Medium,Low,Medium,Medium,High,Medium,Medium,Medium,C,0.2857142857,3.714285714,2,1
100,Medium,Medium,Medium,Medium,Low,Low,Medium,Low,Medium,Low,Low,Medium,Low,Medium,Medium,Low,Medium,Medium,Low,High,Medium,Medium,Medium,Medium,High,High,Medium,Medium,High,High,Medium,Low,Medium,Medium,High,Medium,Medium,Medium,D,2.4285714290000002,1.571428571,3,1
102,High,Medium,High,High,Medium,High,Medium,Low,Low,Low,Low,Low,High,Medium,Medium,Low,Medium,High,Low,Medium,High,Medium,Medium,High,Medium,Medium,Medium,High,Medium,Medium,High,Low,High,Medium,Medium,High,Medium,Medium,A,0.2857142857,3.714285714,1,5
102,High,Medium,High,High,Medium,High,Medium,Low,Low,Low,Low,Low,High,Medium,Medium,Low,Medium,High,Low,Medium,High,Medium,Medium,High,Medium,Medium,Medium,High,Medium,Medium,High,Low,High,Medium,Medium,High,Medium,Medium,B,0.2857142857,3.714285714,1,5
102,High,Medium,High,High,Medium,High,Medium,Low,Low,Low,Low,Low,High,Medium,Medium,Low,Medium,High,Low,Medium,High,Medium,Medium,High,Medium,Medium,Medium,High,Medium,Medium,High,Low,High,Medium,Medium,High,Medium,Medium,C,0.2857142857,3.714285714,2,4
102,High,Medium,High,High,Medium,High,Medium,Low,Low,Low,Low,Low,High,Medium,Medium,Low,Medium,High,Low,Medium,High,Medium,Medium,High,Medium,Medium,Medium,High,Medium,Medium,High,Low,High,Medium,Medium,High,Medium,Medium,D,2.4285714290000002,1.571428571,7,1
